opeid,name,address,city,state,state_desc,zipcode,zipcode_ext,school_type_code,school_type_desc,year_1,year_1_borrowers_in_default,year_1_borrowers_in_repay,year_1_default_rate,year_2,year_2_borrowers_in_default,year_2_borrowers_in_repay,year_2_default_rate,year_3,year_3_borrowers_in_default,year_3_borrowers_in_repay,year_3_default_rate
31505,A - TECHNICAL COLLEGE,1033 SOUTH BROADWAY STREET,LOS ANGELES,CA,CALIFORNIA,90015,3535,3,PrivateForProfit,2013,25,92,27.1,2012,9,33,27.2,2011,11,35,31.4
41495,A & W HEALTHCARE EDUCATORS,6930 MARTIN DRIVE,NEW ORLEANS,LA,LOUISIANA,70126,2923,3,PrivateForProfit,2013,4,31,12.9,2012,5,31,16.1,2011,0,5,0
2477,A. T. STILL UNIVERSITY OF HEALTH SCIENCES,800 WEST JEFFERSON STREET,KIRKSVILLE,MO,MISSOURI,63501,1497,2,PrivateNonProfit,2013,14,837,1.6,2012,15,886,1.6,2011,24,763,3.1
30649,AARON'S ACADEMY OF BEAUTY,11690 DOOLITTLE DRIVE,WALDORF,MD,MARYLAND,20602,2715,3,PrivateForProfit,2013,38,106,35.8,2012,14,36,38.8,2011,18,41,43.9
30651,ABC BEAUTY COLLEGE,"203 SOUTH 26TH ST, SUITE B",ARKADELPHIA,AR,ARKANSAS,71923,4206,3,PrivateForProfit,2013,12,45,26.6,2012,10,52,19.2,2011,8,45,17.7
41833,ABCOTT INSTITUTE,16250 NORTHLAND DRIVESUITE 205,SOUTHFIELD,MI,MICHIGAN,48075,5227,3,PrivateForProfit,2013,28,170,16.4,2012,13,86,15.1,2011,0,0,0
37834,ABDILL CAREER COLLEGE,843 EAST MAIN STREET SUITE 203,MEDFORD,OR,OREGON,97504,7137,3,PrivateForProfit,2013,13,76,17.1,2012,17,82,20.7,2011,23,117,19.6
3537,ABILENE CHRISTIAN UNIVERSITY,1600 CAMPUS COURT,ABILENE,TX,TEXAS,79699,3701,2,PrivateNonProfit,2013,61,1122,5.4,2012,65,1211,5.3,2011,91,1201,7.5
7087,ABINGTON MEMORIAL HOSPITAL DIXON SCHOOL OF NURSING,2500 MARYLAND ROAD SUITE 200,WILLOW GROVE,PA,PENNSYLVANIA,19090,1284,2,PrivateNonProfit,2013,1,107,0.9,2012,6,118,5,2011,2,82,2.4
1541,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,2802 MOORE HIGHWAY,TIFTON,GA,GEORGIA,31793,2601,1,Public,2013,134,979,13.6,2012,158,933,16.9,2011,142,980,14.4
20503,ACADEMY COLLEGE,1600 W. 82ND STREETSUITE 100,BLOOMINGTON,MN,MINNESOTA,55431,1411,3,PrivateForProfit,2013,7,83,8.4,2012,26,123,21.1,2011,35,127,27.5
41043,ACADEMY DI CAPELLI,950 YALE AVENUEUNIT 20 YALE PLAZA,WALLINGFORD,CT,CONNECTICUT,6492,0,3,PrivateForProfit,2013,8,57,14,2012,3,50,6,2011,1,34,2.9
41335,ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,305 SE 2ND AVENUE,GAINESVILLE,FL,FLORIDA,32601,6811,2,PrivateNonProfit,2013,2,33,6,2012,2,49,4,2011,2,50,4
33463,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,5154 OKEECHOBEE BOULEVARDSUITE 201,WEST PALM BEACH,FL,FLORIDA,33417,4574,2,PrivateNonProfit,2013,17,346,4.9,2012,15,340,4.4,2011,15,299,5
41898,ACADEMY FOR SALON PROFESSIONALS,8372 TOPANGA CANYON BOULEVARD,CANOGA PARK,CA,CALIFORNIA,91304,2305,3,PrivateForProfit,2013,9,61,14.7,2012,2,17,11.7,2011,0,0,0
41857,ACADEMY FOR SALON PROFESSIONALS (THE),2238 EL CAMINO REAL,SANTA CLARA,CA,CALIFORNIA,95050,4057,3,PrivateForProfit,2013,5,123,4,2012,2,30,6.6,2011,0,0,0
7531,ACADEMY OF ART UNIVERSITY,79 NEW MONTGOMERY STREET,SAN FRANCISCO,CA,CALIFORNIA,94105,3410,3,PrivateForProfit,2013,358,5164,6.9,2012,573,5163,11,2011,682,4691,14.5
41269,ACADEMY OF CAREER TRAINING,3501 W VINE STREET SUITE 111,KISSIMMEE,FL,FLORIDA,34741,4644,3,PrivateForProfit,2013,15,130,11.5,2012,24,127,18.8,2011,29,103,28.1
32883,ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,1600 BROADWAY,OAKLAND,CA,CALIFORNIA,94612,2168,2,PrivateNonProfit,2013,4,30,13.3,2012,1,59,1.6,2011,4,75,5.3
41186,ACADEMY OF COSMETOLOGY,2310 WEST COURT STREET,JANESVILLE,WI,WISCONSIN,53548,3307,3,PrivateForProfit,2013,10,33,30.3,2012,8,46,17.3,2011,24,102,23.5
24990,ACADEMY OF COSMETOLOGY,2088 N. COURTENAY PARKWAY,MERRITT ISLAND,FL,FLORIDA,32953,3311,3,PrivateForProfit,2013,26,148,17.5,2012,29,128,22.6,2011,22,140,15.7
26213,ACADEMY OF COSMETOLOGY,133 WEST MENDENHALL STREET,BOZEMAN,MT,MONTANA,59715,3544,3,PrivateForProfit,2013,5,47,10.6,2012,5,46,10.8,2011,4,41,9.7
41560,ACADEMY OF COSMETOLOGY & ESTHETICS NYC (THE),187 NEW DORP LANE,STATEN ISLAND,NY,NEW YORK,10306,3003,3,PrivateForProfit,2013,16,93,17.2,2012,7,89,7.8,2011,1,24,4.1
41324,ACADEMY OF ESTHETICS AND COSMETOLOGY,1242 SAN FERNANDO ROAD,SAN FERNANDO,CA,CALIFORNIA,91340,3373,3,PrivateForProfit,2013,15,70,21.4,2012,15,47,31.9,2011,6,19,31.5
10507,ACADEMY OF HAIR DESIGN,305 COURT STREET NORTHEAST,SALEM,OR,OREGON,97301,3526,3,PrivateForProfit,2013,14,58,24.1,2012,16,52,30.7,2011,16,57,28
13232,ACADEMY OF HAIR DESIGN,5191 W. CHARLESTON SUITE 150,LAS VEGAS,NV,NEVADA,89146,1617,3,PrivateForProfit,2013,8,113,7,2012,7,146,4.7,2011,15,151,9.9
40375,ACADEMY OF HAIR DESIGN,1834 SOUTH GLENSTONE,SPRINGFIELD,MO,MISSOURI,65804,2303,3,PrivateForProfit,2013,3,77,3.8,2012,7,82,8.5,2011,7,98,7.1
41444,ACADEMY OF HAIR DESIGN (THE),11920 NORTH MAY AVENUE,OKLAHOMA CITY,OK,OKLAHOMA,73120,6808,3,PrivateForProfit,2013,2,42,4.7,2012,6,49,12.2,2011,13,50,26
22443,ACADEMY OF HAIR DESIGN #3,1815 TERRY ROAD,JACKSON,MS,MISSISSIPPI,39204,5008,3,PrivateForProfit,2013,5,50,10,2012,9,86,10.4,2011,4,32,12.5
22359,ACADEMY OF HAIR DESIGN #4,3167 HIGHWAY 80 EAST,PEARL,MS,MISSISSIPPI,39208,3503,3,PrivateForProfit,2013,5,47,10.6,2012,4,61,6.5,2011,2,53,3.7
22516,ACADEMY OF HAIR DESIGN #6 (THE),6552 HIGHWAY 49 NORTH,HATTIESBURG,MS,MISSISSIPPI,39401,7581,3,PrivateForProfit,2013,4,52,7.6,2012,5,71,7,2011,2,32,6.2
25524,ACADEMY OF HAIR TECHNOLOGY,3715 EAST NORTH STREET SUITE F,GREENVILLE,SC,SOUTH CAROLINA,29615,2363,3,PrivateForProfit,2013,6,57,10.5,2012,17,68,25,2011,23,101,22.7
41307,ACADEMY OF MASSAGE AND BODYWORK,1218 PULASKI HIGHWAY SUITE 324,BEAR,DE,DELAWARE,19701,1344,3,PrivateForProfit,2013,11,58,18.9,2012,2,33,6,2011,10,49,20.4
40933,ACADEMY OF NATURAL THERAPY,625 8TH AVENUE,GREELEY,CO,COLORADO,80631,3425,3,PrivateForProfit,2013,8,44,18.1,2012,7,49,14.2,2011,8,42,19
31564,ACADEMY OF ORIENTAL MEDICINE AT AUSTIN,4701 WEST GATE BOULEVARD,AUSTIN,TX,TEXAS,78745,1479,3,PrivateForProfit,2013,0,65,0,2012,2,64,3.1,2011,3,55,5.4
23424,ACADEMY OF RADIO & TV BROADCASTING,16052 BEACH BOULEVARDSUITE 263,HUNTINGTON BEACH,CA,CALIFORNIA,92647,3809,3,PrivateForProfit,2013,7,91,7.6,2012,22,107,20.5,2011,27,133,20.3
10741,ACADEMY OF SALON AND SPA,311 SOUTH 16TH STREET,FORT SMITH,AR,ARKANSAS,72901,3833,3,PrivateForProfit,2013,9,78,11.5,2012,7,61,11.4,2011,4,65,6.1
41655,ACAYDIA SPA AND SCHOOL OF AESTHETICS,86 NORTH UNIVERSITY AVENUE SUITE 130,PROVO,UT,UTAH,84601,0,3,PrivateForProfit,2013,3,45,6.6,2012,2,22,9,2011,0,5,0
40433,ACE INSTITUTE OF TECHNOLOGY,109-19 72ND RD.SUITE 4F,FOREST HILLS,NY,NEW YORK,11375,5337,3,PrivateForProfit,2013,4,36,11.1,2012,5,37,13.5,2011,1,11,9
33274,"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY ",2550 SHATTUCK AVENUE,BERKELEY,CA,CALIFORNIA,94704,2724,2,PrivateNonProfit,2013,1,50,2,2012,0,51,0,2011,2,48,4.1
34145,ACUPUNCTURE AND MASSAGE COLLEGE,10506 N. KENDALL DRIVE,MIAMI,FL,FLORIDA,33176,1509,3,PrivateForProfit,2013,12,98,12.2,2012,9,117,7.6,2011,7,69,10.1
1345,ADAMS STATE UNIVERSITY,208 EDGEMONT BOULEVARD,ALAMOSA,CO,COLORADO,81102,2373,1,Public,2013,150,1153,13,2012,111,1183,9.3,2011,91,974,9.3
2666,ADELPHI UNIVERSITY,SOUTH AVENUE,GARDEN CITY,NY,NEW YORK,11530,4299,2,PrivateNonProfit,2013,79,2252,3.5,2012,69,2137,3.2,2011,82,2206,3.7
31037,ADIRONDACK BEAUTY SCHOOL,108 DIX AVENUE,GLEN FALLS,NY,NEW YORK,12801,3158,3,PrivateForProfit,2013,14,63,22.2,2012,13,67,19.4,2011,16,67,23.8
2860,ADIRONDACK COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,640 BAY ROAD,QUEENSBURY,NY,NEW YORK,12804,1445,1,Public,2013,129,840,15.3,2012,101,786,12.8,2011,103,724,14.2
30519,ADLER GRADUATE SCHOOL,1550 E 78TH ST,RICHFIELD,MN,MINNESOTA,55423,4638,2,PrivateNonProfit,2013,4,130,3,2012,4,111,3.6,2011,4,87,4.5
20681,ADLER UNIVERSITY,17 N. DEARBORN,CHICAGO,IL,ILLINOIS,60602,7298,2,PrivateNonProfit,2013,3,240,1.2,2012,2,174,1.1,2011,1,142,0.7
2234,ADRIAN COLLEGE,110 SOUTH MADISON STREET,ADRIAN,MI,MICHIGAN,49221,2575,2,PrivateNonProfit,2013,44,556,7.9,2012,35,446,7.8,2011,28,359,7.7
25204,ADRIANS BEAUTY COLLEGE OF TURLOCK,1340 WEST MAIN STREET,TURLOCK,CA,CALIFORNIA,95380,5116,3,PrivateForProfit,2013,17,86,19.7,2012,24,112,21.4,2011,30,105,28.5
8129,ADULT AND COMMUNITY EDUCATION @HUDSON,2323 LEXINGTON AVENUE,COLUMBUS,OH,OHIO,43211,2017,1,Public,2013,7,128,5.4,2012,12,117,10.2,2011,11,108,10.1
37573,ADVANCE SCIENCE INSTITUTE,3750 WEST 12 AVENUE,HIALEAH,FL,FLORIDA,33012,0,3,PrivateForProfit,2013,0,43,0,2012,7,57,12.2,2011,11,86,12.7
37863,ADVANCED COLLEGE,13180 PARAMOUNT BLVD.,SOUTH GATE,CA,CALIFORNIA,90280,5255,3,PrivateForProfit,2013,10,152,6.5,2012,22,260,8.4,2011,17,291,5.8
41792,ADVANCED COLLEGE OF COSMETOLOGY,25 WEST MAIN STREET,WAUPUN,WI,WISCONSIN,53963,0,3,PrivateForProfit,2013,2,34,5.8,2012,0,32,0,2011,0,9,0
11484,ADVANCED INSTITUTE OF HAIR DESIGN,4111 S. 108TH STREET,GREENFIELD,WI,WISCONSIN,53228,3821,3,PrivateForProfit,2013,26,213,12.2,2012,22,209,10.5,2011,34,231,14.7
31275,ADVANCED TECHNOLOGY INSTITUTE,5700 SOUTHERN BOULEVARD,VIRGINIA BEACH,VA,VIRGINIA,23462,2409,3,PrivateForProfit,2013,53,276,19.2,2012,83,472,17.5,2011,84,447,18.7
35324,ADVANCED TRAINING ASSOCIATES,1810 GILLESPIE WAY SUITE 104,EL CAJON,CA,CALIFORNIA,92020,918,3,PrivateForProfit,2013,1,63,1.5,2012,8,41,19.5,2011,2,35,5.7
41710,ADVANCED TRAINING INSTITUTE,5150 S. DECATUR BLVD.,LAS VEGAS,NV,NEVADA,89118,1519,3,PrivateForProfit,2013,57,190,30,2012,42,167,25.1,2011,6,29,20.6
41469,ADVANCED WELDING INSTITUTE,2 GREEN TREE DRIVE SUITE 3,SOUTH BURLINGTON,VT,VERMONT,5403,0,3,PrivateForProfit,2013,13,76,17.1,2012,15,63,23.8,2011,11,39,28.2
31155,ADVENTIST UNIVERSITY OF HEALTH SCIENCES,671 WINYAH DRIVE,ORLANDO,FL,FLORIDA,32803,1237,2,PrivateNonProfit,2013,39,848,4.5,2012,32,822,3.8,2011,42,776,5.4
30972,AESTHETICS INSTITUTE OF COSMETOLOGY,701 RUSSELL AVENUE SUITE H110,GAITHERSBURG,MD,MARYLAND,20877,2631,3,PrivateForProfit,2013,5,41,12.1,2012,11,72,15.2,2011,10,62,16.1
1542,AGNES SCOTT COLLEGE,141 EAST COLLEGE AVENUE,DECATUR,GA,GEORGIA,30030,3770,2,PrivateNonProfit,2013,6,223,2.6,2012,10,211,4.7,2011,16,225,7.1
41581,AIKEN SCHOOL OF COSMETOLOGY AND BARBERING,225 RICHLAND AVENUE EAST,AIKEN,SC,SOUTH CAROLINA,29801,4554,3,PrivateForProfit,2013,14,76,18.4,2012,6,30,20,2011,8,24,33.3
10056,AIKEN TECHNICAL COLLEGE,HIGHWAY 1 AND 78 SOUTH,AIKEN,SC,SOUTH CAROLINA,29802,696,1,Public,2013,54,307,17.5,2012,13,88,14.7,2011,0,1,0
30667,AILANO SCHOOL OF COSMETOLOGY,541 WEST STREET,BROCKTON,MA,MASSACHUSETTS,2301,4740,3,PrivateForProfit,2013,3,43,6.9,2012,4,35,11.4,2011,6,34,17.6
21719,AILEY SCHOOL (THE),405 WEST 55TH STREET,NEW YORK,NY,NEW YORK,10019,4402,2,PrivateNonProfit,2013,12,42,28.5,2012,9,69,13,2011,8,56,14.2
7582,AIMS COMMUNITY COLLEGE,5401 WEST 20TH STREET,GREELEY,CO,COLORADO,80634,3002,1,Public,2013,286,1412,20.2,2012,180,1096,16.4,2011,256,1021,25
8194,AKRON SCHOOL OF PRACTICAL NURSING,1532 PECKHAM STREET,AKRON,OH,OHIO,44320,1699,1,Public,2013,3,36,8.3,2012,6,74,8.1,2011,5,53,9.4
1002,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,4900 MERIDIAN STREET,NORMAL,AL,ALABAMA,35762,1357,1,Public,2013,300,1812,16.5,2012,326,1895,17.2,2011,257,1573,16.3
1005,ALABAMA STATE UNIVERSITY,915 SOUTH JACKSON STREET,MONTGOMERY,AL,ALABAMA,36104,5714,1,Public,2013,367,2196,16.7,2012,334,2137,15.6,2011,375,1960,19.1
25410,ALASKA CAREER COLLEGE,1415 E. TUDOR ROAD,ANCHORAGE,AK,ALASKA,99507,1033,3,PrivateForProfit,2013,52,290,17.9,2012,83,399,20.8,2011,79,350,22.5
41386,ALASKA CHRISTIAN COLLEGE,35109 ROYAL PLACE,SOLDOTNA,AK,ALASKA,99669,9755,2,PrivateNonProfit,2013,10,45,22.2,2012,7,35,20,2011,4,21,19
1061,ALASKA PACIFIC UNIVERSITY,4101 UNIVERSITY DRIVE,ANCHORAGE,AK,ALASKA,99508,4672,2,PrivateNonProfit,2013,10,199,5,2012,16,207,7.7,2011,15,189,7.9
2885,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,106 NEW SCOTLAND AVENUE,ALBANY,NY,NEW YORK,12208,3492,2,PrivateNonProfit,2013,6,327,1.8,2012,2,318,0.6,2011,3,294,1
2886,ALBANY LAW SCHOOL OF UNION UNIVERSITY,80 NEW SCOTLAND AVENUE,ALBANY,NY,NEW YORK,12208,3494,2,PrivateNonProfit,2013,4,242,1.6,2012,5,255,1.9,2011,8,272,2.9
2887,ALBANY MEDICAL COLLEGE,47 NEW SCOTLAND AVENUE,ALBANY,NY,NEW YORK,12208,3479,2,PrivateNonProfit,2013,0,191,0,2012,1,197,0.5,2011,1,196,0.5
21702,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PRO,1015 WATERVLIET SHAKER ROAD,ALBANY,NY,NEW YORK,12205,2111,1,Public,2013,14,145,9.6,2012,13,120,10.8,2011,13,102,12.7
1544,ALBANY STATE UNIVERSITY,504 COLLEGE DRIVE,ALBANY,GA,GEORGIA,31705,2796,1,Public,2013,221,1832,12,2012,234,1733,13.5,2011,227,1259,18
5601,ALBANY TECHNICAL COLLEGE,1704 SOUTH SLAPPY BOULEVARD,ALBANY,GA,GEORGIA,31701,2648,1,Public,2013,426,1737,24.5,2012,361,1444,25,2011,194,967,20
1374,ALBERTUS MAGNUS COLLEGE,700 PROSPECT STREET,NEW HAVEN,CT,CONNECTICUT,6511,1189,2,PrivateNonProfit,2013,44,676,6.5,2012,47,699,6.7,2011,48,680,7
2235,ALBION COLLEGE,611 EAST PORTER STREET,ALBION,MI,MICHIGAN,49224,1831,2,PrivateNonProfit,2013,13,365,3.5,2012,11,356,3,2011,19,353,5.3
3229,ALBRIGHT COLLEGE,13TH & BERN STREET,READING,PA,PENNSYLVANIA,19612,5234,2,PrivateNonProfit,2013,33,716,4.6,2012,48,750,6.4,2011,45,668,6.7
2396,ALCORN STATE UNIVERSITY,1000 ASU DRIVE,ALCORN STATE,MS,MISSISSIPPI,39096,7500,1,Public,2013,277,1554,17.8,2012,229,1472,15.5,2011,176,1120,15.7
3806,ALDERSON BROADDUS UNIVERSITY,COLLEGE HILL DRIVE,PHILIPPI,WV,WEST VIRGINIA,26416,1051,2,PrivateNonProfit,2013,21,246,8.5,2012,18,245,7.3,2011,24,241,9.9
8492,ALEGENT CREIGHTON HEALTH,12809 W DODGE RD,OMAHA,NE,NEBRASKA,68154,2767,2,PrivateNonProfit,2013,1,53,1.8,2012,3,61,4.9,2011,6,52,11.5
41931,ALEXANDER ACADEMY,55 MASSACHUSETTS AVENUE,LUNENBURG,MA,MASSACHUSETTS,1462,0,3,PrivateForProfit,2013,11,36,30.5,2012,0,0,0,2011,0,0,0
35383,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,809 SOUTH HARRISON STREET,ALEXANDRIA,IN,INDIANA,46001,287,3,PrivateForProfit,2013,1,41,2.4,2012,3,56,5.3,2011,4,44,9
5544,ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE,1601 JEFFERSON STREET,ALEXANDRIA,MN,MINNESOTA,56308,3799,1,Public,2013,76,864,8.7,2012,66,793,8.3,2011,91,723,12.5
2668,ALFRED UNIVERSITY,"CARNEGIE HALL, 1 SAXON DRIVE",ALFRED,NY,NEW YORK,14802,1205,2,PrivateNonProfit,2013,43,721,5.9,2012,39,721,5.4,2011,45,647,6.9
1951,ALICE LLOYD COLLEGE,100 PURPOSE ROAD,PIPPA PASSES,KY,KENTUCKY,41844,9703,2,PrivateNonProfit,2013,16,143,11.1,2012,19,135,14,2011,12,103,11.6
41742,ALL BEAUTY COLLEGE,1385 EAST GEMINI STREET,FORT MOHAVE,AZ,ARIZONA,86426,8326,3,PrivateForProfit,2013,3,42,7.1,2012,5,41,12.1,2011,1,7,14.2
34933,ALL-STATE CAREER,"2200BROENING HIGHWAY, SUITE 160 ",BALTIMORE,MD,MARYLAND,21224,6658,3,PrivateForProfit,2013,366,2342,15.6,2012,505,2716,18.5,2011,453,2309,19.6
24955,ALL-STATE CAREER SCHOOL,501 SEMINOLE STREET,LESTER,PA,PENNSYLVANIA,19029,1827,3,PrivateForProfit,2013,143,843,16.9,2012,158,954,16.5,2011,175,970,18
1111,ALLAN HANCOCK COLLEGE,800 SOUTH COLLEGE DRIVE,SANTA MARIA,CA,CALIFORNIA,93454,6399,1,Public,2013,25,135,18.5,2012,28,114,24.5,2011,24,86,27.9
2057,ALLEGANY COLLEGE OF MARYLAND,12401 WILLOW BROOK ROAD SOUTHEAST,CUMBERLAND,MD,MARYLAND,21502,2596,1,Public,2013,125,819,15.2,2012,165,911,18.1,2011,157,861,18.2
3230,ALLEGHENY COLLEGE,520 NORTH MAIN STREET,MEADVILLE,PA,PENNSYLVANIA,16335,3902,2,PrivateNonProfit,2013,15,528,2.8,2012,26,540,4.8,2011,12,454,2.6
30691,ALLEN COLLEGE,1825 LOGAN AVENUE,WATERLOO,IA,IOWA,50703,1916,2,PrivateNonProfit,2013,2,195,1,2012,3,185,1.6,2011,3,186,1.6
1901,ALLEN COUNTY COMMUNITY COLLEGE,1801 NORTH COTTONWOOD,IOLA,KS,KANSAS,66749,1607,1,Public,2013,132,673,19.6,2012,113,626,18,2011,129,549,23.4
33583,ALLEN SCHOOL,163-18 JAMAICA AVENUE3RD FLOOR,JAMAICA,NY,NEW YORK,11432,4901,3,PrivateForProfit,2013,276,1589,17.3,2012,250,1679,14.8,2011,280,1400,20
3417,ALLEN UNIVERSITY,1530 HARDEN STREET,COLUMBIA,SC,SOUTH CAROLINA,29204,1085,2,PrivateNonProfit,2013,106,366,28.9,2012,92,316,29.1,2011,116,364,31.8
30151,ALLIANCE CITY SCHOOLS CAREER CENTRE,500 GLAMORGAN ST,ALLIANCE,OH,OHIO,44601,2899,1,Public,2013,20,96,20.8,2012,21,88,23.8,2011,16,87,18.3
11117,ALLIANT INTERNATIONAL UNIVERSITY,10455 POMERADO ROAD,SAN DIEGO,CA,CALIFORNIA,92131,1799,3,PrivateForProfit,2013,31,906,3.4,2012,26,946,2.7,2011,26,947,2.7
41893,ALLIED AMERICAN UNIVERSITY,22952 ALCALDE DRIVE,LAGUNA HILLS,CA,CALIFORNIA,92653,1337,3,PrivateForProfit,2013,6,45,13.3,2012,0,0,0,2011,0,0,0
2236,ALMA COLLEGE,614 WEST SUPERIOR STREET,ALMA,MI,MICHIGAN,48801,1599,2,PrivateNonProfit,2013,9,383,2.3,2012,20,378,5.2,2011,27,343,7.8
2237,ALPENA COMMUNITY COLLEGE,665 JOHNSON STREET,ALPENA,MI,MICHIGAN,49707,1495,1,Public,2013,128,525,24.3,2012,105,488,21.5,2011,73,468,15.5
22904,ALTOONA BEAUTY SCHOOL,1528 VALLEY VIEW BOULEVARD,ALTOONA,PA,PENNSYLVANIA,16602,6039,3,PrivateForProfit,2013,11,89,12.3,2012,9,73,12.3,2011,8,55,14.5
3233,ALVERNIA UNIVERSITY,400 ST. BERNARDINE STREET,READING,PA,PENNSYLVANIA,19607,1799,2,PrivateNonProfit,2013,61,827,7.3,2012,62,829,7.4,2011,51,729,6.9
3832,ALVERNO COLLEGE,3400 SOUTH 43RD STREET,MILWAUKEE,WI,WISCONSIN,53234,3922,2,PrivateNonProfit,2013,79,918,8.6,2012,74,941,7.8,2011,79,941,8.3
3539,ALVIN COMMUNITY COLLEGE,3110 MUSTANG ROAD,ALVIN,TX,TEXAS,77511,4807,1,Public,2013,49,339,14.4,2012,59,332,17.7,2011,37,307,12
3540,AMARILLO COLLEGE,2201 SOUTH WASHINGTON,AMARILLO,TX,TEXAS,79109,2446,1,Public,2013,295,1500,19.6,2012,306,1498,20.4,2011,292,1308,22.3
41247,AMBRIA COLLEGE OF NURSING,5210 TRILLIUM BOULEVARD,HOFFMAN ESTATES,IL,ILLINOIS,60192,3712,3,PrivateForProfit,2013,9,179,5,2012,19,216,8.7,2011,11,115,9.5
10813,AMERICAN ACADEMY MCALLISTER INSTITUTE,619 WEST 54TH STREET 2ND FLOOR,NEW YORK,NY,NEW YORK,10019,3604,2,PrivateNonProfit,2013,27,177,15.2,2012,18,167,10.7,2011,17,132,12.8
1628,AMERICAN ACADEMY OF ART,332 SOUTH MICHIGAN AVENUESUITE 300,CHICAGO,IL,ILLINOIS,60604,4302,3,PrivateForProfit,2013,6,171,3.5,2012,19,136,13.9,2011,18,133,13.5
41515,AMERICAN ACADEMY OF COSMETOLOGY,"1330 BLANDING BOULEVARD, SUITE 125",ORANGE PARK,FL,FLORIDA,32065,8026,3,PrivateForProfit,2013,15,72,20.8,2012,24,65,36.9,2011,14,36,38.8
7465,AMERICAN ACADEMY OF DRAMATIC ARTS,120 MADISON AVENUE,NEW YORK,NY,NEW YORK,10016,7089,2,PrivateNonProfit,2013,23,188,12.2,2012,17,175,9.7,2011,31,237,13
38333,AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE,1925 WEST COUNTY ROAD B-2,ROSEVILLE,MN,MINNESOTA,55113,0,3,PrivateForProfit,2013,0,35,0,2012,4,73,5.4,2011,3,71,4.2
34914,AMERICAN ADVANCED TECHNICIANS INSTITUTE,6801 WEST 20TH AVENUE,HIALEAH,FL,FLORIDA,33014,4430,3,PrivateForProfit,2013,3,76,3.9,2012,15,106,14.1,2011,9,60,15
1120,AMERICAN BAPTIST SEMINARY OF THE WEST,2606 DWIGHT WAY,BERKELEY,CA,CALIFORNIA,94704,3029,2,PrivateNonProfit,2013,4,50,8,2012,9,41,21.9,2011,6,36,16.6
10460,AMERICAN BAPTIST THEOLOGICAL SEMINARY,1800 BAPTIST WORLD CENTER DRIVE,NASHVILLE,TN,TENNESSEE,37207,4994,2,PrivateNonProfit,2013,11,55,20,2012,4,31,12.9,2011,0,8,0
41699,AMERICAN BEAUTY ACADEMY,87 WEST 600 SOUTH,PAYSON,UT,UTAH,84651,0,3,PrivateForProfit,2013,11,42,26.1,2012,8,34,23.5,2011,1,9,11.1
13074,AMERICAN BEAUTY COLLEGE,646 SOUTH SUNSET AVENUE,WEST COVINA,CA,CALIFORNIA,91790,2906,3,PrivateForProfit,2013,2,30,6.6,2012,0,6,0,2011,0,0,0
39034,AMERICAN BEAUTY SCHOOL,1380 METROPOLITAN AVENUE,BRONX,NY,NEW YORK,10462,8003,3,PrivateForProfit,2013,16,183,8.7,2012,27,187,14.4,2011,19,172,11
30308,AMERICAN BROADCASTING SCHOOL,4511 SOUTHEAST 29TH STREET,OKLAHOMA CITY,OK,OKLAHOMA,73115,3334,3,PrivateForProfit,2013,16,125,12.8,2012,24,186,12.9,2011,29,165,17.5
41187,AMERICAN BUSINESS & TECHNOLOGY UNIVERSITY,1018 WEST SAINT MAARTENS DRIVE,SAINT JOSEPH,MO,MISSOURI,64506,2961,3,PrivateForProfit,2013,25,98,25.5,2012,14,44,31.8,2011,3,10,30
39713,AMERICAN CAREER COLLEGE,3130 EAST SEDONA COURT,ONTARIO,CA,CALIFORNIA,91764,4906,3,PrivateForProfit,2013,101,1044,9.6,2012,88,1395,6.3,2011,137,1269,10.7
22418,AMERICAN CAREER COLLEGE,4021 ROSEWOOD AVENUE,LOS ANGELES,CA,CALIFORNIA,90004,6818,3,PrivateForProfit,2013,234,2516,9.3,2012,260,3212,8,2011,280,3759,7.4
33593,AMERICAN CAREER COLLEGE,3680 EAST IMPERIAL HIGHWAY SUITE 500,LYNWOOD,CA,CALIFORNIA,90262,2659,3,PrivateForProfit,2013,2,80,2.5,2012,5,119,4.2,2011,8,150,5.3
31533,AMERICAN COLLEGE OF ACUPUNCTURE & ORIENTAL MEDICINE,9100 PARK WEST DRIVE,HOUSTON,TX,TEXAS,77063,4104,3,PrivateForProfit,2013,1,32,3.1,2012,6,74,8.1,2011,7,72,9.7
