opeid,name,address,city,state,state_desc,zipcode,zipcode_ext,school_type_code,school_type_desc,year_1,year_1_borrowers_in_default,year_1_borrowers_in_repay,year_1_default_rate,year_2,year_2_borrowers_in_default,year_2_borrowers_in_repay,year_2_default_rate,year_3,year_3_borrowers_in_default,year_3_borrowers_in_repay,year_3_default_rate
1312,"UNIVERSITY OF CALIFORNIA, BERKELEY ",200 CALIFORNIA HALL,BERKELEY,CA,CALIFORNIA,94720,1520,1,Public,2013,103,5124,2,2012,157,5273,2.9,2011,184,4768,3.8
1313,"UNIVERSITY OF CALIFORNIA, DAVIS",ONE SHIELDS AVENUE,DAVIS,CA,CALIFORNIA,95616,8558,1,Public,2013,150,5687,2.6,2012,154,5610,2.7,2011,202,5185,3.8
3947,"UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW",200 MCALLISTER STREET,SAN FRANCISCO,CA,CALIFORNIA,94102,4978,1,Public,2013,3,446,0.6,2012,3,426,0.7,2011,6,417,1.4
1314,"UNIVERSITY OF CALIFORNIA, IRVINE ",501 ALDRICH HALL,IRVINE,CA,CALIFORNIA,92697,1,1,Public,2013,95,4573,2,2012,102,4346,2.3,2011,127,3997,3.1
1315,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",405 HILGARD AVENUE,LOS ANGELES,CA,CALIFORNIA,90095,9000,1,Public,2013,140,6908,2,2012,105,6615,1.5,2011,155,6768,2.2
41271,"UNIVERSITY OF CALIFORNIA, MERCED ",5200 NORTH LAKE ROAD,MERCED,CA,CALIFORNIA,95343,5001,1,Public,2013,29,788,3.6,2012,28,536,5.2,2011,26,355,7.3
1316,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",900 UNIVERSITY AVENUE,RIVERSIDE,CA,CALIFORNIA,92521,209,1,Public,2013,117,4161,2.8,2012,161,3733,4.3,2011,209,3399,6.1
1317,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",9500 GILMAN DRIVESUITE #0013 - 4,LA JOLLA,CA,CALIFORNIA,92093,13,1,Public,2013,116,5740,2,2012,129,5112,2.5,2011,143,4800,2.9
1319,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",513 PARNASSUS AVENUE MEDICAL SCIENCE,SAN FRANCISCO,CA,CALIFORNIA,94143,246,1,Public,2013,4,691,0.5,2012,5,695,0.7,2011,2,618,0.3
1320,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",5221 CHEADLE HALL,SANTA BARBARA,CA,CALIFORNIA,93106,2030,1,Public,2013,91,3817,2.3,2012,148,3681,4,2011,152,3333,4.5
1321,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ ",1156 HIGH STREET,SANTA CRUZ,CA,CALIFORNIA,95064,1,1,Public,2013,111,3541,3.1,2012,109,3125,3.4,2011,156,2713,5.7
1092,UNIVERSITY OF CENTRAL ARKANSAS,201 DONAGHEY AVENUE,CONWAY,AR,ARKANSAS,72035,1,1,Public,2013,218,2639,8.2,2012,247,2701,9.1,2011,281,2765,10.1
3954,UNIVERSITY OF CENTRAL FLORIDA,4000 CENTRAL FLORIDA BOULEVARD,ORLANDO,FL,FLORIDA,32816,1,1,Public,2013,538,11096,4.8,2012,427,9919,4.3,2011,430,7921,5.4
2454,UNIVERSITY OF CENTRAL MISSOURI,202 ADMINISTRATION BUILDING,WARRENSBURG,MO,MISSOURI,64093,5001,1,Public,2013,268,3075,8.7,2012,253,2867,8.8,2011,266,2626,10.1
3152,UNIVERSITY OF CENTRAL OKLAHOMA,100 NORTH UNIVERSITYDRIVE,EDMOND,OK,OKLAHOMA,73034,5209,1,Public,2013,357,3553,10,2012,308,3503,8.7,2011,324,3073,10.5
3818,UNIVERSITY OF CHARLESTON,2300 MACCORKLE AVENUE SOUTHEAST,CHARLESTON,WV,WEST VIRGINIA,25304,1099,2,PrivateNonProfit,2013,49,458,10.6,2012,28,422,6.6,2011,37,444,8.3
1774,UNIVERSITY OF CHICAGO (THE),5801 SOUTH ELLIS AVENUE,CHICAGO,IL,ILLINOIS,60637,1476,2,PrivateNonProfit,2013,21,2112,0.9,2012,34,2363,1.4,2011,36,2402,1.4
3125,UNIVERSITY OF CINCINNATI,2624 CLIFTON AVENUE440 UNIVERSITY,CINCINNATI,OH,OHIO,45221,125,1,Public,2013,777,10187,7.6,2012,795,9848,8,2011,947,9405,10
4509,UNIVERSITY OF COLORADO AT COLORADO SPRINGS,1420 AUSTIN BLUFFS PARKWAY,COLORADO SPRINGS,CO,COLORADO,80918,3735,1,Public,2013,90,2351,3.8,2012,62,2143,2.8,2011,54,1934,2.7
1370,UNIVERSITY OF COLORADO BOULDER,REGENT ADMINSTRATIVE CENTER 17577 UCB,BOULDER,CO,COLORADO,80309,77,1,Public,2013,149,4805,3.1,2012,133,4774,2.7,2011,217,4575,4.7
4508,UNIVERSITY OF COLORADO DENVER,1380 LAWRENCE STREET LAWRENCE STREET,DENVER,CO,COLORADO,80204,2029,1,Public,2013,164,4899,3.3,2012,148,4656,3.1,2011,212,4226,5
1417,UNIVERSITY OF CONNECTICUT,352 MANSFIELD ROAD,STORRS,CT,CONNECTICUT,6269,2151,1,Public,2013,125,5589,2.2,2012,148,5394,2.7,2011,190,4929,3.8
30118,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,2423 JAMAR STREET#2,SAN ANTONIO,TX,TEXAS,78226,1194,3,PrivateForProfit,2013,10,44,22.7,2012,7,35,20,2011,13,54,24
22859,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,8401 NORTH 10TH STREET,MCALLEN,TX,TEXAS,78504,391,3,PrivateForProfit,2013,55,312,17.6,2012,57,387,14.7,2011,87,491,17.7
23260,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,4130 NACO PERRIN,SAN ANTONIO,TX,TEXAS,78217,2503,3,PrivateForProfit,2013,5,57,8.7,2012,3,37,8.1,2011,12,67,17.9
3651,UNIVERSITY OF DALLAS,1845 EAST NORTHGATE DRIVE,IRVING,TX,TEXAS,75062,4799,2,PrivateNonProfit,2013,8,513,1.5,2012,13,593,2.1,2011,21,587,3.5
3127,UNIVERSITY OF DAYTON,300 COLLEGE PARK,DAYTON,OH,OHIO,45469,1668,2,PrivateNonProfit,2013,46,2139,2.1,2012,42,2199,1.9,2011,44,2130,2
1431,UNIVERSITY OF DELAWARE,104 HULLIHEN HALL,NEWARK,DE,DELAWARE,19716,99,1,Public,2013,62,3128,1.9,2012,76,3052,2.4,2011,102,2699,3.7
1371,UNIVERSITY OF DENVER,UNIVERSITY PARK CAMPUS 2199 SOUTH UNIV,DENVER,CO,COLORADO,80208,2000,2,PrivateNonProfit,2013,45,2748,1.6,2012,42,2916,1.4,2011,51,2628,1.9
2323,UNIVERSITY OF DETROIT MERCY,4001 WEST MCNICHOLS ROAD,DETROIT,MI,MICHIGAN,48221,3038,2,PrivateNonProfit,2013,48,1436,3.3,2012,64,1495,4.2,2011,95,1537,6.1
1891,UNIVERSITY OF DUBUQUE,2000 UNIVERSITY AVENUE,DUBUQUE,IA,IOWA,52001,5099,2,PrivateNonProfit,2013,57,644,8.8,2012,65,591,10.9,2011,47,543,8.6
39953,UNIVERSITY OF EAST-WEST MEDICINE,595 LAWRENCE EXPRESSWAY,SUNNYVALE,CA,CALIFORNIA,94085,3922,3,PrivateForProfit,2013,2,49,4,2012,1,44,2.2,2011,1,50,2
1795,UNIVERSITY OF EVANSVILLE,1800 LINCOLN AVENUE,EVANSVILLE,IN,INDIANA,47722,2,2,PrivateNonProfit,2013,13,630,2,2012,15,636,2.3,2011,31,586,5.2
3045,UNIVERSITY OF FINDLAY (THE),1000 NORTH MAIN STREET,FINDLAY,OH,OHIO,45840,3695,2,PrivateNonProfit,2013,33,951,3.4,2012,26,1007,2.5,2011,45,1006,4.4
1535,UNIVERSITY OF FLORIDA,226 TIGERT HALL,GAINESVILLE,FL,FLORIDA,32611,3150,1,Public,2013,151,7089,2.1,2012,206,6808,3,2011,238,6444,3.6
1598,UNIVERSITY OF GEORGIA,456 EAST BROAD STREET,ATHENS,GA,GEORGIA,30602,4212,1,Public,2013,125,5493,2.2,2012,157,5272,2.9,2011,187,4816,3.8
2527,UNIVERSITY OF GREAT FALLS,1301 20TH STREET SOUTH,GREAT FALLS,MT,MONTANA,59405,4996,2,PrivateNonProfit,2013,17,305,5.5,2012,40,309,12.9,2011,26,277,9.3
3935,UNIVERSITY OF GUAM,UOG STATION,MANGILAO,GU,GUAM,96923,0,1,Public,2013,33,547,6,2012,20,440,4.5,2011,10,262,3.8
1422,UNIVERSITY OF HARTFORD,200 BLOOMFIELD AVENUE,WEST HARTFORD,CT,CONNECTICUT,6117,1599,2,PrivateNonProfit,2013,72,1701,4.2,2012,75,1758,4.2,2011,89,1583,5.6
21078,UNIVERSITY OF HAWAII - WEST OAHU,91-1001 FARRINGTON HIGHWAY,KAPOLEI,HI,HAWAII,96707,4507,1,Public,2013,20,306,6.5,2012,14,211,6.6,2011,11,166,6.6
1611,UNIVERSITY OF HAWAII AT HILO,200 WEST KAWILI STREET,HILO,HI,HAWAII,96720,4091,1,Public,2013,85,974,8.7,2012,59,915,6.4,2011,70,720,9.7
1610,UNIVERSITY OF HAWAII AT MANOA,2444 DOLE STREET,HONOLULU,HI,HAWAII,96822,2399,1,Public,2013,131,3047,4.2,2012,109,3078,3.5,2011,137,2639,5.1
1615,UNIVERSITY OF HAWAII MAUI COLLEGE,310 WEST KAAHUMANU AVENUE,KAHULUI,HI,HAWAII,96732,1644,1,Public,2013,257,854,30,2012,243,858,28.3,2011,158,600,26.3
2023,UNIVERSITY OF HOLY CROSS,4123 WOODLAND DRIVE,NEW ORLEANS,LA,LOUISIANA,70131,7399,2,PrivateNonProfit,2013,25,416,6,2012,23,384,5.9,2011,24,429,5.5
3652,UNIVERSITY OF HOUSTON,UNIVERSITY PARK4800 CALHOUN,HOUSTON,TX,TEXAS,77204,2010,1,Public,2013,409,7888,5.1,2012,469,7472,6.2,2011,545,6882,7.9
11711,UNIVERSITY OF HOUSTON - CLEAR LAKE,2700 BAY AREA BOULEVARD,HOUSTON,TX,TEXAS,77058,1002,1,Public,2013,102,1657,6.1,2012,120,1618,7.4,2011,154,1439,10.7
3612,UNIVERSITY OF HOUSTON - DOWNTOWN,ONE MAIN STREET,HOUSTON,TX,TEXAS,77002,1001,1,Public,2013,379,3464,10.9,2012,377,3158,11.9,2011,333,2752,12.1
13231,UNIVERSITY OF HOUSTON - VICTORIA,3007 NORTH BEN WILSON,VICTORIA,TX,TEXAS,77901,5731,1,Public,2013,72,1163,6.1,2012,58,985,5.8,2011,50,745,6.7
1626,UNIVERSITY OF IDAHO,709 DEAKIN AVENUEROOM 101 STUDEN,MOSCOW,ID,IDAHO,83844,4291,1,Public,2013,184,2757,6.6,2012,172,2659,6.4,2011,191,2297,8.3
1776,UNIVERSITY OF ILLINOIS AT CHICAGO,809 S MARSHFIELD AVE # 520,CHICAGO,IL,ILLINOIS,60612,4305,1,Public,2013,162,5700,2.8,2012,168,5238,3.2,2011,196,4652,4.2
9333,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,ONE UNIVERSITY PLAZA,SPRINGFIELD,IL,ILLINOIS,62703,5407,1,Public,2013,66,1260,5.2,2012,38,1110,3.4,2011,70,1051,6.6
1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,601 EAST JOHN STREET,CHAMPAIGN,IL,ILLINOIS,61820,5796,1,Public,2013,113,6407,1.7,2012,131,6080,2.1,2011,197,5535,3.5
1804,UNIVERSITY OF INDIANAPOLIS,1400 EAST HANNA AVENUE,INDIANAPOLIS,IN,INDIANA,46227,3697,2,PrivateNonProfit,2013,103,1546,6.6,2012,86,1432,6,2011,76,1353,5.6
1892,UNIVERSITY OF IOWA,4 JESSUP HALL,IOWA CITY,IA,IOWA,52242,1316,1,Public,2013,150,5367,2.7,2012,175,5366,3.2,2011,207,4986,4.1
2990,UNIVERSITY OF JAMESTOWN,6080 COLLEGE LANE,JAMESTOWN,ND,NORTH DAKOTA,58405,3401,2,PrivateNonProfit,2013,14,312,4.4,2012,16,300,5.3,2011,17,293,5.8
1948,UNIVERSITY OF KANSAS,STRONG HALL1450 JAYHAWK BL,LAWRENCE,KS,KANSAS,66045,7535,1,Public,2013,237,5528,4.2,2012,255,5747,4.4,2011,281,5037,5.5
1989,UNIVERSITY OF KENTUCKY,SOUTH LIMESTONE,LEXINGTON,KY,KENTUCKY,40506,32,1,Public,2013,214,4808,4.4,2012,260,4649,5.5,2011,308,4273,7.2
1216,UNIVERSITY OF LA VERNE,1950 3RD STREET,LA VERNE,CA,CALIFORNIA,91750,4443,2,PrivateNonProfit,2013,88,2348,3.7,2012,90,2350,3.8,2011,88,2287,3.8
2031,UNIVERSITY OF LOUISIANA AT LAFAYETTE,104 UNIVERSITY CIRCLE,LAFAYETTE,LA,LOUISIANA,70503,1,1,Public,2013,203,2598,7.8,2012,195,2555,7.6,2011,227,2440,9.3
2020,UNIVERSITY OF LOUISIANA AT MONROE,700 UNIVERSITY AVENUE,MONROE,LA,LOUISIANA,71209,9001,1,Public,2013,156,1797,8.6,2012,171,1805,9.4,2011,191,1773,10.7
1999,UNIVERSITY OF LOUISVILLE,2301 SOUTH THIRD STREET,LOUISVILLE,KY,KENTUCKY,40208,1415,1,Public,2013,338,4642,7.2,2012,337,4503,7.4,2011,403,4171,9.6
2053,UNIVERSITY OF MAINE,168 COLLEGE AVENUE,ORONO,ME,MAINE,4469,1,1,Public,2013,132,2609,5,2012,123,2590,4.7,2011,155,2430,6.3
6760,UNIVERSITY OF MAINE - AUGUSTA,46 UNIVERSITY DRIVE,AUGUSTA,ME,MAINE,4330,9410,1,Public,2013,318,1695,18.7,2012,316,1661,19,2011,352,1544,22.7
2040,UNIVERSITY OF MAINE - FARMINGTON,224 MAIN STREET,FARMINGTON,ME,MAINE,4938,1990,1,Public,2013,35,640,5.4,2012,39,631,6.1,2011,52,687,7.5
2041,UNIVERSITY OF MAINE - FORT KENT,23 UNIVERSITY DRIVE,FORT KENT,ME,MAINE,4743,1292,1,Public,2013,22,224,9.8,2012,22,197,11.1,2011,28,191,14.6
2055,UNIVERSITY OF MAINE - MACHIAS,116 O'BRIEN AVENUE,MACHIAS,ME,MAINE,4654,1397,1,Public,2013,21,179,11.7,2012,24,185,12.9,2011,34,171,19.8
2033,UNIVERSITY OF MAINE - PRESQUE ISLE,181 MAIN STREET,PRESQUE ISLE,ME,MAINE,4769,2888,1,Public,2013,38,314,12.1,2012,35,305,11.4,2011,48,271,17.7
2992,UNIVERSITY OF MARY,7500 UNIVERSITY DRIVE,BISMARCK,ND,NORTH DAKOTA,58504,9652,2,PrivateNonProfit,2013,44,1037,4.2,2012,61,1153,5.2,2011,48,1032,4.6
3588,UNIVERSITY OF MARY HARDIN-BAYLOR,9TH & COLLEGE STREET,BELTON,TX,TEXAS,76513,2599,2,PrivateNonProfit,2013,62,878,7,2012,73,909,8,2011,79,836,9.4
3746,UNIVERSITY OF MARY WASHINGTON,1301 COLLEGE AVENUE,FREDERICKSBURG,VA,VIRGINIA,22401,5358,1,Public,2013,17,880,1.9,2012,19,813,2.3,2011,14,802,1.7
2105,UNIVERSITY OF MARYLAND - BALTIMORE COUNTY,1000 HILLTOP CIRCLE,BALTIMORE,MD,MARYLAND,21250,2,1,Public,2013,86,2310,3.7,2012,104,2091,4.9,2011,110,1932,5.6
2106,UNIVERSITY OF MARYLAND - EASTERN SHORE,BACKBONE ROAD,PRINCESS ANNE,MD,MARYLAND,21853,4053,1,Public,2013,170,1243,13.6,2012,190,1183,16,2011,182,1060,17.1
11644,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,3501 UNIVERSITY BOULEVARD EAST,ADELPHI,MD,MARYLAND,20783,8078,1,Public,2013,647,9869,6.5,2012,837,10191,8.2,2011,742,8197,9
2104,"UNIVERSITY OF MARYLAND, BALTIMORE",220 N. ARCH STREET 14H FLOOR,BALTIMORE,MD,MARYLAND,21201,1691,1,Public,2013,15,1677,0.8,2012,10,1677,0.5,2011,26,1593,1.6
2103,"UNIVERSITY OF MARYLAND, COLLEGE PARK ",0102 LEE BUILDINGOFFICE OF STUDE,COLLEGE PARK,MD,MARYLAND,20742,5145,1,Public,2013,110,5297,2,2012,110,5449,2,2011,144,5004,2.8
2221,UNIVERSITY OF MASSACHUSETTS - AMHERST,374 WHITMORE BUILDING181 PRESIDENTS,AMHERST,MA,MASSACHUSETTS,1003,0,1,Public,2013,173,5643,3,2012,227,5578,4,2011,287,5052,5.6
2222,UNIVERSITY OF MASSACHUSETTS - BOSTON,100 MORRISSEY BOULEVARD,BOSTON,MA,MASSACHUSETTS,2125,3393,1,Public,2013,204,3781,5.3,2012,205,3697,5.5,2011,277,3199,8.6
2210,UNIVERSITY OF MASSACHUSETTS - DARTMOUTH,285 OLD WESTPORT ROAD,NORTH DARTMOUTH,MA,MASSACHUSETTS,2747,2300,1,Public,2013,130,2372,5.4,2012,146,2560,5.7,2011,209,2151,9.7
2161,UNIVERSITY OF MASSACHUSETTS - LOWELL,ONE UNIVERSITY AVENUE,LOWELL,MA,MASSACHUSETTS,1854,2881,1,Public,2013,176,3301,5.3,2012,152,2842,5.3,2011,184,2509,7.3
9756,UNIVERSITY OF MASSACHUSETTS MEDICAL CENTER,55 LAKE AVENUE NORTH,WORCESTER,MA,MASSACHUSETTS,1655,1,1,Public,2013,2,176,1.1,2012,1,149,0.6,2011,1,151,0.6
3509,UNIVERSITY OF MEMPHIS (THE),SOUTHERN AVENUE,MEMPHIS,TN,TENNESSEE,38152,4611,1,Public,2013,549,6112,8.9,2012,573,5816,9.8,2011,629,5068,12.4
1536,UNIVERSITY OF MIAMI,1206 STANFORD DRIVEUNIVERSITY CENT,CORAL GABLES,FL,FLORIDA,33146,6531,2,PrivateNonProfit,2013,57,2896,1.9,2012,59,2949,2,2011,83,2885,2.8
2325,UNIVERSITY OF MICHIGAN - ANN ARBOR,503 THOMPSON STREET,ANN ARBOR,MI,MICHIGAN,48109,1340,1,Public,2013,77,6101,1.2,2012,98,5996,1.6,2011,118,5492,2.1
2326,UNIVERSITY OF MICHIGAN - DEARBORN,4901 EVERGREEN ROAD,DEARBORN,MI,MICHIGAN,48128,2406,1,Public,2013,94,2026,4.6,2012,115,1999,5.7,2011,137,1681,8.1
2327,UNIVERSITY OF MICHIGAN - FLINT,303 EAST KEARSLEY STREET,FLINT,MI,MICHIGAN,48502,1950,1,Public,2013,135,2399,5.6,2012,184,2346,7.8,2011,186,2086,8.9
2388,UNIVERSITY OF MINNESOTADULUTH,1049UNIVERSITY DRIVE,DULUTH,MN,MINNESOTA,55812,2496,1,Public,2013,77,2744,2.8,2012,74,2641,2.8,2011,109,2473,4.4
4069,UNIVERSITY OF MINNESOTA - CROOKSTON,HIGHWAY 2 AND 75 NORTH 2900 UNIVERSITY,CROOKSTON,MN,MINNESOTA,56716,5001,1,Public,2013,28,476,5.8,2012,35,447,7.8,2011,31,382,8.1
2389,UNIVERSITY OF MINNESOTA - MORRIS,600 EAST 4TH STREET,MORRIS,MN,MINNESOTA,56267,2113,1,Public,2013,25,397,6.2,2012,17,387,4.3,2011,20,353,5.6
3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,200 FRASER HALL106 PLEASANT ST,MINNEAPOLIS,MN,MINNESOTA,55455,422,1,Public,2013,210,9482,2.2,2012,257,9732,2.6,2011,328,8976,3.6
2440,UNIVERSITY OF MISSISSIPPI,123 LYCEUM BUILDING,UNIVERSITY,MS,MISSISSIPPI,38677,1848,1,Public,2013,298,3907,7.6,2012,296,3677,8,2011,242,3201,7.5
2516,UNIVERSITY OF MISSOURI - COLUMBIA,11 JESSE HALL,COLUMBIA,MO,MISSOURI,65211,1600,1,Public,2013,266,6085,4.3,2012,233,5465,4.2,2011,277,4964,5.5
2518,UNIVERSITY OF MISSOURI - KANSAS CITY,5100 ROCKHILL ROAD,KANSAS CITY,MO,MISSOURI,64110,2497,1,Public,2013,273,3532,7.7,2012,255,3505,7.2,2011,315,3225,9.7
2519,UNIVERSITY OF MISSOURI - SAINT LOUIS,ONE UNIVERSITY BOULEVARD,ST LOUIS,MO,MISSOURI,63121,4499,1,Public,2013,283,3787,7.4,2012,290,3788,7.6,2011,312,3600,8.6
1029,UNIVERSITY OF MOBILE,5735 COLLEGE PARKWAY,MOBILE,AL,ALABAMA,36663,220,2,PrivateNonProfit,2013,39,661,5.9,2012,36,574,6.2,2011,19,532,3.5
2536,UNIVERSITY OF MONTANA (THE),32 CAMPUS DRIVE,MISSOULA,MT,MONTANA,59812,1,1,Public,2013,417,4216,9.8,2012,414,4158,9.9,2011,395,3841,10.2
2537,UNIVERSITY OF MONTANA WESTERN (THE),710 SOUTH ATLANTIC STREET,DILLON,MT,MONTANA,59725,3598,1,Public,2013,54,468,11.5,2012,36,400,9,2011,45,339,13.2
1004,UNIVERSITY OF MONTEVALLO,PALMER CIRCLE,MONTEVALLO,AL,ALABAMA,35115,6000,1,Public,2013,57,744,7.6,2012,83,805,10.3,2011,71,720,9.8
2949,UNIVERSITY OF MOUNT OLIVE,634 HENDERSON STREET,MOUNT OLIVE,NC,NORTH CAROLINA,28365,1299,2,PrivateNonProfit,2013,121,1312,9.2,2012,117,1303,8.9,2011,127,1222,10.3
3083,UNIVERSITY OF MOUNT UNION,1972 CLARK AVENUE,ALLIANCE,OH,OHIO,44601,3993,2,PrivateNonProfit,2013,28,656,4.2,2012,26,614,4.2,2011,45,615,7.3
2565,UNIVERSITY OF NEBRASKA,201 ADMINISTRATION BUILDING,LINCOLN,NE,NEBRASKA,68588,419,1,Public,2013,119,4483,2.6,2012,161,4522,3.5,2011,180,4032,4.4
2551,UNIVERSITY OF NEBRASKA - KEARNEY,FOUNDERS HALL905 WEST 25TH S,KEARNEY,NE,NEBRASKA,68849,1,1,Public,2013,64,1505,4.2,2012,64,1403,4.5,2011,69,1344,5.1
2554,UNIVERSITY OF NEBRASKA - OMAHA,60TH & DODGE STREET,OMAHA,NE,NEBRASKA,68182,1,1,Public,2013,198,3358,5.8,2012,169,3317,5,2011,166,2891,5.7
6895,UNIVERSITY OF NEBRASKA MEDICAL CENTER,984265 NEBRASKA MEDICAL CENTER,OMAHA,NE,NEBRASKA,68198,4265,1,Public,2013,3,859,0.3,2012,6,702,0.8,2011,6,710,0.8
2569,UNIVERSITY OF NEVADA - LAS VEGAS,4505 SOUTH MARYLAND PARKWAY,LAS VEGAS,NV,NEVADA,89154,1001,1,Public,2013,329,4653,7,2012,376,4837,7.7,2011,359,4044,8.8
2568,"UNIVERSITY OF NEVADA, RENO",1664 NORTH VIRGINIA STREET,RENO,NV,NEVADA,89557,2,1,Public,2013,130,2482,5.2,2012,132,2400,5.5,2011,112,2166,5.1
2050,UNIVERSITY OF NEW ENGLAND,11 HILLS BEACH ROAD,BIDDEFORD,ME,MAINE,4005,9599,2,PrivateNonProfit,2013,38,1466,2.5,2012,42,1356,3,2011,57,1243,4.5
2589,UNIVERSITY OF NEW HAMPSHIRE,MAIN STREET,DURHAM,NH,NEW HAMPSHIRE,3824,2511,1,Public,2013,84,3941,2.1,2012,78,3862,2,2011,113,3860,2.9
1397,UNIVERSITY OF NEW HAVEN,300 BOSTON POST ROAD,WEST HAVEN,CT,CONNECTICUT,6516,1999,2,PrivateNonProfit,2013,63,1698,3.7,2012,47,1769,2.6,2011,54,1415,3.8
2663,UNIVERSITY OF NEW MEXICO,SCHOLES HALL ROOM 160UNIVERSITY OF N,ALBUQUERQUE,NM,NEW MEXICO,87131,1,1,Public,2013,791,6231,12.6,2012,730,5608,13,2011,634,4872,13
2015,UNIVERSITY OF NEW ORLEANS (THE),2000 LAKESHORE DRIVE,NEW ORLEANS,LA,LOUISIANA,70148,1,1,Public,2013,175,2191,7.9,2012,178,2357,7.5,2011,215,2369,9
1016,UNIVERSITY OF NORTH ALABAMA,ONE HARRISON PLAZA,FLORENCE,AL,ALABAMA,35632,1,1,Public,2013,160,1564,10.2,2012,171,1532,11.1,2011,201,1495,13.4
2907,UNIVERSITY OF NORTH CAROLINAASHEVILLE,1 UNIVERSITY HEIGHTS,ASHEVILLE,NC,NORTH CAROLINA,28804,8503,1,Public,2013,34,749,4.5,2012,36,751,4.7,2011,49,671,7.3
2974,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL,102 SOUTH BUILDING,CHAPEL HILL,NC,NORTH CAROLINA,27599,9100,1,Public,2013,58,3863,1.5,2012,67,4054,1.6,2011,87,3724,2.3
2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,9201 UNIVERSITY CITY BOULEVARD,CHARLOTTE,NC,NORTH CAROLINA,28223,1,1,Public,2013,317,5837,5.4,2012,303,5419,5.5,2011,308,4898,6.2
2976,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,1000 SPRING GARDEN STREET,GREENSBORO,NC,NORTH CAROLINA,27412,1,1,Public,2013,282,4305,6.5,2012,262,4350,6,2011,291,3858,7.5
2954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,ONE UNIVERSITY DRIVE,PEMBROKE,NC,NORTH CAROLINA,28372,1510,1,Public,2013,216,1860,11.6,2012,277,1939,14.2,2011,290,1822,15.9
2984,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),601 SOUTH COLLEGE ROAD,WILMINGTON,NC,NORTH CAROLINA,28403,3297,1,Public,2013,102,2712,3.7,2012,118,2637,4.4,2011,164,2424,6.7
3981,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,1533 SOUTH MAIN STREET,WINSTON-SALEM,NC,NORTH CAROLINA,27127,2188,1,Public,2013,6,202,2.9,2012,7,200,3.5,2011,11,182,6
3005,UNIVERSITY OF NORTH DAKOTA,264 CENTENNIAL DRIVE STOP 8193,GRAND FORKS,ND,NORTH DAKOTA,58202,8193,1,Public,2013,143,3308,4.3,2012,115,3196,3.5,2011,109,3008,3.6
9841,UNIVERSITY OF NORTH FLORIDA,1 UNF DRIVE,JACKSONVILLE,FL,FLORIDA,32224,2645,1,Public,2013,195,3300,5.9,2012,142,3001,4.7,2011,203,2694,7.5
1585,UNIVERSITY OF NORTH GEORGIA,82 COLLEGE CIRCLE,DAHLONEGA,GA,GEORGIA,30597,1,1,Public,2013,286,2860,10,2012,246,2621,9.3,2011,203,2184,9.2
3594,UNIVERSITY OF NORTH TEXAS,AVENUE C AND CHESTNUTADMINISTRATION,DENTON,TX,TEXAS,76203,5017,1,Public,2013,691,8740,7.9,2012,652,8571,7.6,2011,783,7808,10
42421,UNIVERSITY OF NORTH TEXAS AT DALLAS,7300 UNIVERSITY HILLS BOULEVARD,DALLAS,TX,TEXAS,75241,4600,1,Public,2013,691,8740,7.9,2012,652,8571,7.6,2011,,,
9768,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER AT FORT WORTH,3500 CAMP BOWIE BOULEVARD,FORT WORTH,TX,TEXAS,76107,2699,1,Public,2013,6,380,1.5,2012,4,339,1.1,2011,9,290,3.1
1349,UNIVERSITY OF NORTHERN COLORADO,501 20TH STREET,GREELEY,CO,COLORADO,80639,1,1,Public,2013,162,3105,5.2,2012,152,3069,4.9,2011,169,2823,5.9
1890,UNIVERSITY OF NORTHERN IOWA,1227 WEST 27TH STREET,CEDAR FALLS,IA,IOWA,50614,2,1,Public,2013,96,3284,2.9,2012,134,3285,4,2011,149,3080,4.8
4861,UNIVERSITY OF NORTHWESTERN OHIO,1441 NORTH CABLE ROAD,LIMA,OH,OHIO,45805,1498,2,PrivateNonProfit,2013,303,1963,15.4,2012,292,2053,14.2,2011,298,1895,15.7
