date,low_temp,high_temp,precipitation,snowfall,snowdepth,avgwindspeed,fog,mist,rain,ice,snow,freezingrain,thunder,highwind,hail
1/13/16,27.1,43,0,0,0,3.36,No,No,No,No,No,No,No,No,No
1/14/16,27.1,60.1,0,0,0,5.82,No,No,No,No,No,No,No,No,No
1/15/16,35.1,51.1,0.37,0,0,5.59,Yes,No,No,No,No,No,No,No,No
1/16/16,42.1,61,0,0,0,6.93,Yes,No,No,No,No,No,No,No,No
1/17/16,29.1,42.1,0.13,0,0,4.47,Yes,No,No,No,No,No,No,No,No
1/18/16,22.1,35.1,0,0,0,4.03,No,No,No,No,No,No,No,No,No
1/19/16,18.1,32,0,0,0,4.47,No,No,No,No,No,No,No,No,No
1/20/16,18.1,39,0,0,0,4.25,Yes,No,No,No,No,No,No,No,No
1/21/16,26.2,44.1,0,0,0,3.8,No,No,No,No,No,No,No,No,No
1/22/16,25.2,32,0.95,1.18,0,12.3,Yes,No,No,Yes,No,No,No,No,No
1/23/16,24.3,32,0.01,0,1.18,7.83,Yes,No,No,No,No,No,No,No,No
1/24/16,28.2,46.9,0,0,1.18,2.46,No,No,No,No,No,No,No,No,No
1/25/16,24.3,52,0,0,1.18,4.7,No,No,No,No,No,No,No,No,No
1/26/16,35.1,61,0,0,0,6.26,No,No,No,No,No,No,No,No,No
1/27/16,39.9,52,0,0,0,4.92,No,No,No,No,No,No,No,No,No
1/28/16,34,45,0,0,0,2.01,No,No,No,No,No,No,No,No,No
1/29/16,31.1,54,0,0,0,5.82,No,No,No,No,No,No,No,No,No
1/30/16,26.2,55.9,0,0,0,5.37,No,No,No,No,No,No,No,No,No
1/31/16,37.9,70,0,0,0,11.18,No,No,No,No,No,No,No,No,No
2/1/16,46.9,72,0,0,0,9.17,Yes,No,No,No,No,No,No,No,No
2/2/16,48.9,60.1,0,0,0,8.28,Yes,No,No,No,No,No,No,No,No
2/3/16,51.1,72,1.26,0,0,10.51,Yes,No,No,No,No,No,No,No,No
2/4/16,42.1,63,0.27,0,0,6.26,Yes,No,No,No,No,No,No,No,No
2/5/16,29.1,46.9,0.01,0,0,5.14,Yes,No,No,No,No,No,No,No,No
2/6/16,26.2,48,0,0,0,2.01,No,No,No,No,No,No,No,No,No
2/7/16,37,44.1,0,0,0,6.93,No,No,No,No,No,No,No,No,No
2/8/16,28.2,55.9,0.09,0,0,3.8,Yes,No,No,No,No,No,No,No,No
2/9/16,29.1,44.1,0,0,0,6.49,Yes,No,No,No,No,No,No,No,No
2/10/16,24.3,39.9,0,0,0,7.38,No,No,No,No,No,No,No,No,No
2/11/16,19.2,41,0,0,0,5.82,No,No,No,No,No,No,No,No,No
2/12/16,25.2,32,0,0,0,4.47,Yes,No,No,No,No,No,No,No,No
2/13/16,21.2,34,0,0,0,6.04,No,No,No,No,No,No,No,No,No
2/14/16,15.3,32,0,0,0,5.82,No,No,No,No,No,No,No,No,No
2/15/16,23.2,35.1,0.33,0.2,0,4.03,Yes,No,No,Yes,No,No,No,No,No
2/16/16,35.1,60.1,1.16,0,0,8.05,Yes,No,No,No,No,No,No,No,No
2/17/16,37.9,57,0,0,0,2.46,No,No,No,No,No,No,No,No,No
2/18/16,32,51.1,0,0,0,3.58,No,No,No,No,No,No,No,No,No
2/19/16,26.2,53.1,0,0,0,6.49,No,No,No,No,No,No,No,No,No
2/20/16,43,66,0,0,0,10.07,No,No,No,No,No,No,No,No,No
2/21/16,45,71.1,0.04,0,0,8.5,Yes,No,No,No,No,No,No,No,No
2/22/16,45,57,0.87,0,0,6.26,Yes,No,No,No,No,No,No,No,No
2/23/16,43,46,0.19,0,0,6.26,Yes,No,No,No,No,No,No,No,No
2/24/16,45,73,0.46,0,0,14.99,Yes,No,No,No,No,No,Yes,No,No
2/25/16,39.9,55,0,0,0,14.09,No,No,No,No,No,No,No,No,No
2/26/16,31.1,50,0,0,0,5.59,No,No,No,No,No,No,No,No,No
2/27/16,24.3,52,0,0,0,3.8,No,No,No,No,No,No,No,No,No
2/28/16,31.1,66.9,0,0,0,8.28,No,No,No,No,No,No,No,No,No
2/29/16,46,73,0,0,0,9.17,No,No,No,No,No,No,No,No,No
3/1/16,37.9,73.9,0,0,0,9.17,No,No,No,No,No,No,No,No,No
3/2/16,35.1,64,0.1,0,0,8.5,Yes,No,No,No,No,No,No,No,No
3/3/16,28.2,48.9,0.03,0,0,6.04,Yes,No,No,No,No,No,No,No,No
3/4/16,35.1,52,0.08,0,0,5.37,Yes,No,No,No,No,No,No,No,No
3/5/16,34,55,0,0,0,4.47,No,No,No,No,No,No,No,No,No
3/6/16,37,57.9,0.04,0,0,3.58,Yes,No,No,No,No,No,No,No,No
3/7/16,35.1,68,0,0,0,7.61,Yes,No,No,No,No,No,No,No,No
3/8/16,46.9,78.1,0,0,0,7.16,No,No,No,No,No,No,No,No,No
3/9/16,51.1,78.1,0,0,0,11.18,No,No,No,No,No,No,No,No,No
3/10/16,57,79,0,0,0,14.32,No,No,No,No,No,No,No,No,No
3/11/16,63,80.1,0,0,0,8.95,No,No,No,No,No,No,No,No,No
3/12/16,59,78.1,0,0,0,5.82,No,No,No,No,No,No,No,No,No
3/13/16,60.1,77,0.89,0,0,6.93,Yes,No,No,No,No,No,Yes,No,Yes
3/14/16,57.9,80.1,1.87,0,0,3.8,Yes,No,No,No,No,No,Yes,No,Yes
3/15/16,55,78.1,0,0,0,3.36,Yes,No,No,No,No,No,No,No,No
3/16/16,57,86,0,0,0,5.37,No,No,No,No,No,No,No,No,No
3/17/16,46,77,0,0,0,4.03,No,No,No,No,No,No,No,No,No
3/18/16,48,72,0,0,0,3.13,No,No,No,No,No,No,No,No,No
3/19/16,43,60.1,0.03,0,0,7.61,Yes,No,No,No,No,No,No,No,No
3/20/16,39.9,43,0.09,0,0,6.71,Yes,No,No,No,No,No,No,No,No
3/21/16,37,57,0,0,0,5.37,Yes,No,No,No,No,No,No,No,No
3/22/16,32,66,0,0,0,6.71,No,No,No,No,No,No,No,No,No
3/23/16,48,77,0,0,0,15.43,No,No,No,No,No,No,No,No,No
3/24/16,54,78.1,0,0,0,14.09,No,No,No,No,No,No,No,No,No
3/25/16,64,75.9,0.04,0,0,9.84,Yes,No,No,No,No,No,No,No,No
3/26/16,55,64.9,0.06,0,0,6.26,Yes,No,No,No,No,No,No,No,No
3/27/16,54,59,0.73,0,0,4.7,Yes,No,No,No,No,No,No,No,No
3/28/16,54,75,0.08,0,0,6.71,Yes,No,No,No,No,No,No,No,No
3/29/16,45,66.9,0,0,0,3.36,No,No,No,No,No,No,No,No,No
3/30/16,42.1,69.1,0,0,0,6.93,No,No,No,No,No,No,No,No,No
3/31/16,55,77,0,0,0,11.41,No,No,No,No,No,No,No,No,No
4/1/16,66.9,78.1,0.01,0,0,14.32,No,No,No,No,No,No,No,No,No
4/2/16,55.9,71.1,0.25,0,0,10.29,Yes,No,No,No,No,No,No,No,No
4/3/16,44.1,62.1,0,0,0,7.61,No,No,No,No,No,No,No,No,No
4/4/16,46,75.9,0,0,0,12.08,No,No,No,No,No,No,No,No,No
4/5/16,37,62.1,0,0,0,8.95,No,No,No,No,No,No,No,No,No
4/6/16,29.1,63,0,0,0,6.93,No,No,No,No,No,No,No,No,No
4/7/16,53.1,69.1,0.09,0,0,14.32,No,No,No,No,No,No,Yes,No,No
4/8/16,41,63,0,0,0,4.92,No,No,No,No,No,No,No,No,No
4/9/16,37.9,52,0,0,0,10.29,No,No,No,No,No,No,No,No,No
4/10/16,29.1,60.1,0,0,0,5.14,No,No,No,No,No,No,No,No,No
4/11/16,46.9,75.9,0,0,0,11.63,No,No,No,No,No,No,No,No,No
4/12/16,55,64,0.85,0,0,8.5,Yes,No,No,No,No,No,No,No,No
4/13/16,45,64,0,0,0,9.17,No,No,No,No,No,No,No,No,No
4/14/16,37.9,66,0,0,0,8.05,No,No,No,No,No,No,No,No,No
4/15/16,39.9,66.9,0,0,0,9.62,No,No,No,No,No,No,No,No,No
4/16/16,35.1,70,0,0,0,4.7,No,No,No,No,No,No,No,No,No
4/17/16,37,72,0,0,0,4.25,No,No,No,No,No,No,No,No,No
4/18/16,42.1,84,0,0,0,2.68,No,No,No,No,No,No,No,No,No
4/19/16,53.1,88,0,0,0,3.8,No,No,No,No,No,No,No,No,No
4/20/16,57,75,0,0,0,9.4,No,No,No,No,No,No,No,No,No
4/21/16,53.1,81,0,0,0,8.95,No,No,No,No,No,No,No,No,No
4/22/16,62.1,72,1.02,0,0,7.38,Yes,No,No,No,No,No,Yes,No,No
4/23/16,61,77,0,0,0,4.92,Yes,No,No,No,No,No,No,No,No
4/24/16,50,73.9,0,0,0,4.25,No,No,No,No,No,No,No,No,No
4/25/16,53.1,81,0,0,0,10.74,No,No,No,No,No,No,No,No,No
4/26/16,59,84,0,0,0,11.41,No,No,No,No,No,No,No,No,No
4/27/16,64,87.1,0.52,0,0,7.83,Yes,No,No,No,No,No,Yes,No,No
4/28/16,64,84.9,0.24,0,0,5.59,Yes,No,No,No,No,No,Yes,No,No
4/29/16,60.1,78.1,0,0,0,5.82,Yes,No,No,No,No,No,No,No,No
4/30/16,57.9,64.9,0,0,0,8.05,Yes,No,No,No,No,No,No,No,No
5/1/16,59,77,0.18,0,0,7.83,Yes,No,No,No,No,No,No,No,No
5/2/16,66,87.1,0.09,0,0,8.72,Yes,No,No,No,No,No,Yes,No,No
5/3/16,63,79,0.44,0,0,4.47,Yes,No,No,No,No,No,Yes,No,Yes
5/4/16,55,73.9,0,0,0,2.24,Yes,No,No,No,No,No,No,No,No
5/5/16,48.9,61,0.68,0,0,4.7,Yes,No,No,No,No,No,Yes,No,No
5/6/16,50,66.9,0.68,0,0,3.8,Yes,No,No,No,No,No,Yes,No,No
5/7/16,50,75,0,0,0,6.26,No,No,No,No,No,No,No,No,No
5/8/16,60.1,82,0,0,0,6.71,No,No,No,No,No,No,Yes,No,No
5/9/16,57.9,81,0.12,0,0,1.34,Yes,No,No,No,No,No,Yes,No,No
5/10/16,64.9,84,0,0,0,5.37,Yes,No,No,No,No,No,No,No,No
5/11/16,63,82.9,0,0,0,5.37,Yes,No,No,No,No,No,No,No,No
5/12/16,64,81,0.56,0,0,3.58,Yes,No,No,No,No,No,Yes,No,No
5/13/16,59,78.1,0,0,0,4.47,Yes,No,No,No,No,No,No,No,No
5/14/16,52,82,0,0,0,5.14,Yes,No,No,No,No,No,No,No,No
5/15/16,48,66.9,0,0,0,5.14,No,No,No,No,No,No,No,No,No
5/16/16,42.1,73,0,0,0,2.46,No,No,No,No,No,No,No,No,No
5/17/16,57,69.1,0.27,0,0,4.7,Yes,No,No,No,No,No,No,No,No
5/18/16,57,64,0.1,0,0,5.82,Yes,No,No,No,No,No,No,No,No
5/19/16,57,62.1,0.07,0,0,4.47,Yes,No,No,No,No,No,No,No,No
5/20/16,55.9,71.1,0,0,0,6.26,No,No,No,No,No,No,No,No,No
5/21/16,62.1,77,0.3,0,0,3.8,Yes,No,No,No,No,No,No,No,No
5/22/16,53.1,70,0.22,0,0,4.03,Yes,No,No,No,No,No,Yes,No,No
5/23/16,51.1,68,0.02,0,0,2.68,Yes,No,No,No,No,No,No,No,No
5/24/16,50,82.9,0,0,0,4.47,No,No,No,No,No,No,No,No,No
5/25/16,59,87.1,0,0,0,3.8,No,No,No,No,No,No,No,No,No
5/26/16,64,89.1,0,0,0,6.71,No,No,No,No,No,No,No,No,No
5/27/16,68,88,0,0,0,7.38,No,No,No,No,No,No,No,No,No
5/28/16,59,87.1,0,0,0,2.91,No,No,No,No,No,No,No,No,No
5/29/16,64.9,75.9,1.95,0,0,5.59,Yes,No,No,No,No,No,Yes,No,No
5/30/16,66,84,0.5,0,0,4.92,Yes,No,No,No,No,No,Yes,No,No
5/31/16,70,84.9,0,0,0,5.37,Yes,No,No,No,No,No,No,No,No
6/1/16,66.9,86,0,0,0,4.92,Yes,No,No,No,No,No,No,No,No
6/2/16,70,88,0,0,0,0.89,No,No,No,No,No,No,No,No,No
6/3/16,70,91,0.07,0,0,4.25,Yes,No,No,No,No,No,Yes,No,No
6/4/16,69.1,91.9,0.61,0,0,4.25,Yes,No,No,No,No,No,Yes,No,No
6/5/16,70,89.1,0.69,0,0,10.96,Yes,No,No,No,No,No,Yes,No,No
6/6/16,71.1,82,0.04,0,0,8.72,Yes,No,No,No,No,No,No,No,No
6/7/16,66.9,88,0.05,0,0,5.82,Yes,No,No,No,No,No,No,No,No
6/8/16,57.9,81,0,0,0,4.92,No,No,No,No,No,No,No,No,No
6/9/16,52,82,0,0,0,3.36,No,No,No,No,No,No,No,No,No
6/10/16,59,84.9,0,0,0,3.36,No,No,No,No,No,No,No,No,No
6/11/16,69.1,91.9,0,0,0,8.05,No,No,No,No,No,No,No,No,No
6/12/16,70,93,0,0,0,6.93,Yes,No,No,No,No,No,No,No,No
6/13/16,62.1,84.9,0,0,0,3.13,No,No,No,No,No,No,No,No,No
6/14/16,59,90,0,0,0,4.03,No,No,No,No,No,No,No,No,No
6/15/16,70,91,0.45,0,0,3.58,Yes,No,No,No,No,No,Yes,No,No
6/16/16,73,91.9,0,0,0,5.59,Yes,No,No,No,No,No,Yes,No,No
6/17/16,66.9,82.9,0.1,0,0,7.61,Yes,No,No,No,No,No,Yes,No,No
6/18/16,59,82,0,0,0,9.62,No,No,No,No,No,No,No,No,No
6/19/16,55.9,84,0,0,0,2.24,No,No,No,No,No,No,No,No,No
6/20/16,55.9,88,0,0,0,3.8,No,No,No,No,No,No,No,No,No
6/21/16,66.9,91,0,0,0,10.07,No,No,No,No,No,No,No,No,No
6/22/16,72,91.9,0.12,0,0,6.93,Yes,No,No,No,No,No,Yes,No,No
6/23/16,66.9,91,1.62,0,0,6.49,Yes,No,No,No,No,No,Yes,No,No
6/24/16,69.1,88,0.1,0,0,2.01,Yes,No,No,No,No,No,No,No,No
6/25/16,71.1,84.9,0,0,0,6.26,Yes,No,No,No,No,No,No,No,No
6/26/16,64,84.9,0,0,0,3.8,Yes,No,No,No,No,No,No,No,No
6/27/16,64.9,90,0,0,0,4.7,No,No,No,No,No,No,No,No,No
6/28/16,71.1,78.1,1.25,0,0,4.7,Yes,No,No,No,No,No,No,No,No
6/29/16,69.1,89.1,0.91,0,0,4.7,Yes,No,No,No,No,No,Yes,No,No
6/30/16,69.1,88,0.01,0,0,4.03,Yes,No,No,No,No,No,No,No,No
7/1/16,72,89.1,0,0,0,5.82,Yes,No,No,No,No,No,No,No,No
7/2/16,71.1,88,1.66,0,0,4.25,Yes,No,No,No,No,No,Yes,No,No
7/3/16,70,78.1,1.48,0,0,5.82,Yes,No,No,No,No,No,Yes,No,No
7/4/16,69.1,84.9,0.02,0,0,4.25,Yes,No,No,No,No,No,No,No,No
7/5/16,73,95,0.42,0,0,6.71,Yes,No,No,No,No,No,Yes,No,No
7/6/16,72,91,0,0,0,6.04,No,No,No,No,No,No,No,No,No
7/7/16,73,93,0.06,0,0,7.61,Yes,No,No,No,No,No,Yes,No,No
7/8/16,71.1,93.9,0.25,0,0,6.04,Yes,No,No,No,No,No,Yes,No,No
7/9/16,68,91,0,0,0,5.82,No,No,No,No,No,No,No,No,No
7/10/16,69.1,88,0,0,0,2.01,No,No,No,No,No,No,No,No,No
7/11/16,73,90,0,0,0,2.91,No,No,No,No,No,No,No,No,No
7/12/16,70,91,0.37,0,0,3.13,Yes,No,No,No,No,No,Yes,No,No
7/13/16,72,93.9,0,0,0,3.13,No,No,No,No,No,No,No,No,No
7/14/16,73,95,0,0,0,3.36,Yes,No,No,No,No,No,No,No,No
7/15/16,71.1,95,1.58,0,0,6.49,Yes,No,No,No,No,No,Yes,No,No
7/16/16,70,87.1,1.98,0,0,6.26,Yes,No,No,No,No,No,Yes,No,No
7/17/16,68,90,0,0,0,4.03,Yes,No,No,No,No,No,No,No,No
7/18/16,72,93,0,0,0,7.38,No,No,No,No,No,No,No,No,No
7/19/16,73.9,93,0,0,0,4.7,No,No,No,No,No,No,No,No,No
7/20/16,70,89.1,0,0,0,4.92,No,No,No,No,No,No,No,No,No
7/21/16,70,90,0,0,0,4.03,No,No,No,No,No,No,No,No,No
7/22/16,73,93,0,0,0,7.83,No,No,No,No,No,No,No,No,No
7/23/16,72,95,0,0,0,4.47,No,No,No,No,No,No,No,No,No
7/24/16,73.9,95,0,0,0,5.59,Yes,No,No,No,No,No,No,No,No
7/25/16,77,96.1,0,0,0,8.72,No,No,No,No,No,No,Yes,No,No
7/26/16,75,97,0.13,0,0,7.83,Yes,No,No,No,No,No,Yes,No,No
7/27/16,75.9,95,0,0,0,2.01,Yes,No,No,No,No,No,No,No,No
7/28/16,73.9,96.1,0,0,0,7.16,No,No,No,No,No,No,No,No,No
7/29/16,75,91.9,0,0,0,4.92,No,No,No,No,No,No,No,No,No
7/30/16,73.9,95,0.03,0,0,4.92,Yes,No,No,No,No,No,Yes,No,No
7/31/16,72,96.1,0.13,0,0,6.93,Yes,No,No,No,No,No,Yes,No,No
8/1/16,73,91,0.04,0,0,5.82,No,No,No,No,No,No,No,No,No
8/2/16,73,91,0.28,0,0,4.03,Yes,No,No,No,No,No,Yes,No,No
8/3/16,73,88,0,0,0,8.72,Yes,No,No,No,No,No,No,No,No
8/4/16,69.1,87.1,1.02,0,0,6.71,Yes,No,No,No,No,No,Yes,No,No
8/5/16,73,88,0.18,0,0,3.8,Yes,No,No,No,No,No,Yes,No,No
8/6/16,73.9,93,0,0,0,7.38,Yes,No,No,No,No,No,No,No,No
8/7/16,73.9,86,0.39,0,0,4.92,Yes,No,No,No,No,No,Yes,No,No
8/8/16,73,89.1,0.54,0,0,6.71,Yes,No,No,No,No,No,Yes,No,No
8/9/16,75,91,0,0,0,5.59,Yes,No,No,No,No,No,No,No,No
8/10/16,73,91.9,0,0,0,5.37,No,No,No,No,No,No,No,No,No
8/11/16,73.9,91.9,0,0,0,4.03,No,No,No,No,No,No,No,No,No
8/12/16,75.9,93.9,0,0,0,6.04,No,No,No,No,No,No,No,No,No
8/13/16,77,93.9,0,0,0,9.84,No,No,No,No,No,No,No,No,No
8/14/16,77,96.1,0,0,0,6.26,No,No,No,No,No,No,Yes,No,No
8/15/16,75,96.1,0,0,0,6.04,No,No,No,No,No,No,No,No,No
8/16/16,75,95,0,0,0,7.61,No,No,No,No,No,No,No,No,No
8/17/16,75,97,0,0,0,7.61,No,No,No,No,No,No,No,No,No
8/18/16,73.9,93,0,0,0,4.25,No,No,No,No,No,No,No,No,No
8/19/16,75,91,0.38,0,0,2.68,Yes,No,No,No,No,No,Yes,No,No
8/20/16,73.9,91,0,0,0,2.24,Yes,No,No,No,No,No,Yes,No,No
8/21/16,73.9,93.9,0,0,0,6.26,Yes,No,No,No,No,No,Yes,No,No
8/22/16,66.9,87.1,0,0,0,2.91,No,No,No,No,No,No,No,No,No
8/23/16,64.9,89.1,0,0,0,4.47,No,No,No,No,No,No,No,No,No
8/24/16,64,87.1,0,0,0,3.13,No,No,No,No,No,No,No,No,No
8/25/16,64.9,91.9,0,0,0,3.58,No,No,No,No,No,No,No,No,No
8/26/16,72,99,0,0,0,3.8,No,No,No,No,No,No,No,No,No
8/27/16,75,98.1,0.18,0,0,4.92,Yes,No,No,No,No,No,Yes,No,No
8/28/16,71.1,90,0,0,0,7.61,Yes,No,No,No,No,No,No,No,No
8/29/16,69.1,90,0,0,0,5.59,No,No,No,No,No,No,No,No,No
8/30/16,66.9,91.9,0,0,0,4.92,No,No,No,No,No,No,No,No,No
8/31/16,71.1,95,0,0,0,3.36,No,No,No,No,No,No,Yes,No,No
9/1/16,71.1,93.9,0.01,0,0,4.7,Yes,No,No,No,No,No,Yes,No,No
9/2/16,64,75,1.13,0,0,11.41,Yes,No,No,No,No,No,No,No,No
9/3/16,64,81,0.44,0,0,7.83,Yes,No,No,No,No,No,No,No,No
9/4/16,61,82.9,0,0,0,4.25,Yes,No,No,No,No,No,No,No,No
9/5/16,57.9,84,0,0,0,2.46,Yes,No,No,No,No,No,No,No,No
9/6/16,61,91,0,0,0,4.03,No,No,No,No,No,No,No,No,No
9/7/16,66.9,93.9,0,0,0,4.47,No,No,No,No,No,No,No,No,No
9/8/16,68,96.1,0,0,0,6.71,No,No,No,No,No,No,No,No,No
9/9/16,71.1,93.9,0,0,0,6.71,No,No,No,No,No,No,No,No,No
9/10/16,73.9,91.9,0,0,0,8.05,No,No,No,No,No,No,No,No,No
9/11/16,72,91,0,0,0,6.04,No,No,No,No,No,No,No,No,No
9/12/16,69.1,88,0,0,0,6.71,No,No,No,No,No,No,No,No,No
9/13/16,64,91,0,0,0,4.03,No,No,No,No,No,No,No,No,No
9/14/16,66,91,0,0,0,3.8,Yes,No,No,No,No,No,No,No,No
9/15/16,66,90,0,0,0,7.83,No,No,No,No,No,No,No,No,No
9/16/16,68,82.9,0,0,0,8.5,No,No,No,No,No,No,No,No,No
9/17/16,66,89.1,0,0,0,3.58,Yes,No,No,No,No,No,No,No,No
9/18/16,71.1,90,0.06,0,0,3.58,Yes,No,No,No,No,No,Yes,No,No
9/19/16,71.1,79,1.3,0,0,5.59,Yes,No,No,No,No,No,Yes,No,No
9/20/16,71.1,75,0.02,0,0,7.38,Yes,No,No,No,No,No,No,No,No
9/21/16,70,75,0.49,0,0,10.74,Yes,No,No,No,No,No,Yes,No,No
9/22/16,71.1,82.9,0.23,0,0,6.93,Yes,No,No,No,No,No,No,No,No
9/23/16,66.9,84.9,0,0,0,4.47,Yes,No,No,No,No,No,No,No,No
9/24/16,64,91.9,0,0,0,1.34,Yes,No,No,No,No,No,No,No,No
9/25/16,69.1,73.9,0,0,0,6.71,Yes,No,No,No,No,No,No,No,No
9/26/16,64.9,75.9,0.02,0,0,5.59,Yes,No,No,No,No,No,No,No,No
9/27/16,66.9,80.1,0,0,0,3.58,No,No,No,No,No,No,No,No,No
9/28/16,66,86,0.45,0,0,5.14,Yes,No,No,No,No,No,Yes,No,No
9/29/16,64.9,79,0.32,0,0,6.49,Yes,No,No,No,No,No,Yes,No,No
9/30/16,71.1,82.9,0.14,0,0,7.61,Yes,No,No,No,No,No,Yes,No,No
10/1/16,66,84,0,0,0,3.8,Yes,No,No,No,No,No,No,No,No
10/2/16,62.1,79,0,0,0,2.68,Yes,No,No,No,No,No,No,No,No
10/3/16,62.1,79,0,0,0,3.13,Yes,No,No,No,No,No,No,No,No
10/4/16,62.1,75.9,0,0,0,8.5,Yes,No,No,No,No,No,No,No,No
10/5/16,60.1,72,0,0,0,10.29,No,No,No,No,No,No,No,No,No
10/6/16,59,72,0.02,0,0,10.29,Yes,No,No,No,No,No,No,No,No
10/7/16,64.9,73.9,0.36,0,0,9.4,Yes,No,No,No,No,No,No,No,No
10/8/16,63,70,6.45,0,0,16.11,Yes,No,No,No,No,No,No,No,No
10/9/16,52,73,0.13,0,0,7.38,No,No,No,No,No,No,No,No,No
10/10/16,45,68,0,0,0,5.37,No,No,No,No,No,No,No,No,No
10/11/16,43,68,0,0,0,3.36,Yes,No,No,No,No,No,No,No,No
10/12/16,48,73,0,0,0,1.57,Yes,No,No,No,No,No,No,No,No
10/13/16,48,79,0,0,0,2.68,Yes,No,No,No,No,No,No,No,No
10/14/16,53.1,70,0,0,0,5.82,No,No,No,No,No,No,No,No,No
10/15/16,52,72,0,0,0,2.68,No,No,No,No,No,No,No,No,No
10/16/16,51.1,78.1,0,0,0,0.22,Yes,No,No,No,No,No,No,No,No
10/17/16,57,82,0,0,0,4.7,Yes,No,No,No,No,No,No,No,No
10/18/16,60.1,84,0,0,0,7.61,No,No,No,No,No,No,No,No,No
10/19/16,62.1,88,0,0,0,2.91,No,No,No,No,No,No,No,No,No
10/20/16,61,86,0,0,0,3.8,Yes,No,No,No,No,No,No,No,No
10/21/16,55.9,78.1,0,0,0,7.61,Yes,No,No,No,No,No,No,No,No
10/22/16,42.1,64,0,0,0,8.28,No,No,No,No,No,No,No,No,No
10/23/16,39.9,70,0,0,0,6.71,No,No,No,No,No,No,No,No,No
10/24/16,46.9,78.1,0,0,0,5.59,No,No,No,No,No,No,No,No,No
10/25/16,44.1,66,0,0,0,2.68,No,No,No,No,No,No,No,No,No
10/26/16,39,68,0,0,0,1.79,Yes,No,No,No,No,No,No,No,No
10/27/16,46.9,75,0.14,0,0,6.71,Yes,No,No,No,No,No,No,No,No
10/28/16,54,73.9,0,0,0,4.25,Yes,No,No,No,No,No,No,No,No
10/29/16,48,78.1,0,0,0,4.7,Yes,No,No,No,No,No,No,No,No
10/30/16,55.9,84,0,0,0,4.92,Yes,No,No,No,No,No,No,No,No
10/31/16,54,71.1,0,0,0,6.04,No,No,No,No,No,No,No,No,No
11/1/16,52,64,0,0,0,2.68,No,No,No,No,No,No,No,No,No
11/2/16,50,79,0,0,0,3.36,Yes,No,No,No,No,No,No,No,No
11/3/16,55.9,82.9,0.01,0,0,5.14,Yes,No,No,No,No,No,No,No,No
11/4/16,45,69.1,0.07,0,0,7.16,Yes,No,No,No,No,No,No,No,No
11/5/16,37.9,64.9,0,0,0,2.91,No,No,No,No,No,No,No,No,No
11/6/16,37,71.1,0,0,0,1.57,Yes,No,No,No,No,No,No,No,No
11/7/16,37.9,64,0,0,0,3.8,Yes,No,No,No,No,No,No,No,No
11/8/16,33.1,66.9,0,0,0,2.91,Yes,No,No,No,No,No,No,No,No
11/9/16,46.9,66.9,0,0,0,5.59,No,No,No,No,No,No,No,No,No
11/10/16,37,64.9,0,0,0,3.36,No,No,No,No,No,No,No,No,No
11/11/16,36,70,0,0,0,4.7,No,No,No,No,No,No,No,No,No
11/12/16,30.2,55,0,0,0,7.83,No,No,No,No,No,No,No,No,No
11/13/16,24.3,64,0.06,0,0,1.57,Yes,No,No,No,No,No,No,No,No
11/14/16,44.1,54,0.27,0,0,4.47,Yes,No,No,No,No,No,No,No,No
11/15/16,37,64,0,0,0,1.79,Yes,No,No,No,No,No,No,No,No
11/16/16,35.1,69.1,0,0,0,1.34,Yes,No,No,No,No,No,No,No,No
11/17/16,37,69.1,0,0,0,0.67,Yes,No,No,No,No,No,No,No,No
11/18/16,39,75.9,0,0,0,0.89,Yes,No,No,No,No,No,No,No,No
11/19/16,42.1,77,0,0,0,9.17,Yes,No,No,No,No,No,No,No,No
11/20/16,31.1,53.1,0,0,0,6.49,No,No,No,No,No,No,No,No,No
11/21/16,27.1,54,0,0,0,5.14,No,No,No,No,No,No,No,No,No
11/22/16,27.1,57.9,0,0,0,2.46,No,No,No,No,No,No,No,No,No
11/23/16,28.2,62.1,0,0,0,3.58,No,No,No,No,No,No,No,No,No
11/24/16,46.9,72,0.06,0,0,1.57,Yes,No,No,No,No,No,No,No,No
11/25/16,52,73.9,0,0,0,2.01,Yes,No,No,No,No,No,No,No,No
11/26/16,32,57.9,0,0,0,4.92,Yes,No,No,No,No,No,No,No,No
11/27/16,27.1,55.9,0,0,0,0.67,No,No,No,No,No,No,No,No,No
11/28/16,31.1,59,0,0,0,5.37,No,No,No,No,No,No,No,No,No
11/29/16,57.9,72,0.06,0,0,12.97,Yes,No,No,No,No,No,No,No,No
11/30/16,64.9,77,0.07,0,0,12.97,Yes,No,No,No,No,No,No,No,No
12/1/16,46,68,0,0,0,6.49,No,No,No,No,No,No,No,No,No
12/2/16,33.1,57.9,0,0,0,3.58,No,No,No,No,No,No,No,No,No
12/3/16,33.1,54,0,0,0,2.91,No,No,No,No,No,No,No,No,No
12/4/16,41,46.9,0.32,0,0,3.58,Yes,No,No,No,No,No,No,No,No
12/5/16,42.1,59,0.41,0,0,4.47,Yes,No,No,No,No,No,No,No,No
12/6/16,43,48.9,0.56,0,0,7.83,Yes,No,No,No,No,No,No,No,No
12/7/16,37,60.1,0,0,0,2.01,Yes,No,No,No,No,No,No,No,No
12/8/16,37.9,52,0,0,0,4.25,No,No,No,No,No,No,No,No,No
