DEPARTURE_DATETIME,AIRLINE,DAY_OF_WEEK,DISTANCE,AIR_TIME,TAXI_IN,TAXI_OUT,DEPARTURE_DELAY
2015-06-05 07:34:00,WN,5,1092,145.0,5.0,11.0,-1.0
2015-06-05 09:15:00,WN,5,933,126.0,3.0,11.0,25.0
2015-06-05 11:23:00,UA,5,2454,289.0,11.0,41.0,18.0
2015-06-05 11:55:00,EV,5,192,42.0,11.0,23.0,-5.0
2015-06-05 12:10:00,WN,5,338,48.0,4.0,5.0,0.0
2015-06-05 12:20:00,WN,5,1965,262.0,7.0,9.0,5.0
2015-06-05 14:05:00,AA,5,1372,195.0,8.0,46.0,0.0
2015-06-05 14:20:00,MQ,5,312,46.0,14.0,9.0,-2.0
2015-06-05 14:49:00,B6,5,892,126.0,3.0,27.0,-6.0
2015-06-05 14:53:00,EV,5,208,39.0,4.0,11.0,-6.0
2015-06-05 14:56:00,MQ,5,607,104.0,12.0,10.0,-7.0
2015-06-05 15:54:00,DL,5,425,62.0,8.0,10.0,-1.0
2015-06-05 16:17:00,DL,5,1276,154.0,8.0,18.0,9.0
2015-06-05 16:31:00,MQ,5,351,56.0,3.0,14.0,25.0
2015-06-05 16:37:00,WN,5,762,102.0,10.0,31.0,12.0
2015-06-05 16:56:00,B6,5,1226,164.0,6.0,13.0,-4.0
2015-06-05 18:59:00,DL,5,1020,142.0,4.0,30.0,5.0
2015-06-05 19:06:00,US,5,600,87.0,7.0,10.0,-4.0
2015-06-05 19:07:00,UA,5,862,117.0,5.0,40.0,-7.0
2015-06-05 20:17:00,WN,5,409,67.0,5.0,7.0,-8.0
2015-06-05 20:36:00,DL,5,590,91.0,7.0,16.0,-2.0
2015-06-05 21:36:00,B6,5,2465,284.0,5.0,14.0,-10.0
2015-06-05 22:21:00,US,5,328,52.0,6.0,20.0,-4.0
2015-06-06 06:30:00,UA,6,1005,120.0,6.0,15.0,7.0
2015-06-06 07:37:00,MQ,6,691,103.0,16.0,15.0,-4.0
2015-06-06 07:44:00,WN,6,327,53.0,5.0,10.0,-6.0
2015-06-06 07:51:00,EV,6,201,42.0,7.0,21.0,-9.0
2015-06-06 08:26:00,AS,6,2402,269.0,6.0,12.0,21.0
2015-06-06 09:01:00,EV,6,748,107.0,5.0,17.0,-2.0
2015-06-06 09:19:00,UA,6,1005,154.0,10.0,9.0,-1.0
2015-06-06 09:32:00,DL,6,1199,158.0,22.0,20.0,-8.0
2015-06-06 09:56:00,DL,6,1851,211.0,3.0,27.0,-4.0
2015-06-06 11:03:00,UA,6,1635,198.0,10.0,24.0,7.0
2015-06-06 11:28:00,OO,6,232,38.0,4.0,17.0,-4.0
2015-06-06 12:29:00,WN,6,239,43.0,3.0,9.0,-1.0
2015-06-06 15:28:00,UA,6,1379,163.0,4.0,11.0,-2.0
2015-06-06 15:30:00,AA,6,1212,168.0,15.0,21.0,6.0
2015-06-06 15:55:00,B6,6,634,99.0,4.0,15.0,-5.0
2015-06-06 16:31:00,WN,6,1067,131.0,5.0,13.0,116.0
2015-06-06 16:37:00,EV,6,398,66.0,14.0,7.0,-7.0
2015-06-06 16:42:00,EV,6,378,60.0,4.0,7.0,-13.0
2015-06-06 17:18:00,UA,6,1464,193.0,2.0,21.0,10.0
2015-06-06 19:40:00,DL,6,240,39.0,4.0,20.0,-1.0
2015-06-06 20:21:00,EV,6,448,60.0,3.0,10.0,27.0
2015-06-06 22:00:00,DL,6,223,42.0,4.0,17.0,-1.0
2015-06-06 22:13:00,UA,6,2227,250.0,5.0,21.0,-5.0
2015-06-06 22:55:00,AS,6,679,94.0,7.0,14.0,75.0
2015-06-07 06:46:00,WN,7,533,83.0,6.0,11.0,-4.0
2015-06-07 06:50:00,AS,7,590,88.0,8.0,13.0,-10.0
2015-06-07 06:58:00,DL,7,547,77.0,9.0,12.0,-2.0
2015-06-07 06:59:00,AA,7,946,127.0,10.0,16.0,-6.0
2015-06-07 07:26:00,DL,7,2556,300.0,15.0,19.0,-3.0
2015-06-07 08:04:00,EV,7,416,62.0,11.0,12.0,-7.0
2015-06-07 08:58:00,AA,7,1171,176.0,4.0,17.0,-2.0
2015-06-07 10:12:00,WN,7,727,105.0,5.0,10.0,-3.0
2015-06-07 10:40:00,AA,7,2342,298.0,18.0,10.0,70.0
2015-06-07 10:43:00,WN,7,533,69.0,5.0,12.0,3.0
2015-06-07 10:46:00,AA,7,1235,137.0,10.0,16.0,1.0
2015-06-07 10:56:00,EV,7,529,92.0,3.0,12.0,-9.0
2015-06-07 11:03:00,AS,7,1024,132.0,4.0,15.0,-7.0
2015-06-07 11:34:00,AA,7,733,99.0,7.0,15.0,-1.0
2015-06-07 11:43:00,EV,7,145,36.0,5.0,10.0,-2.0
2015-06-07 12:30:00,MQ,7,409,56.0,10.0,21.0,14.0
2015-06-07 12:41:00,UA,7,1670,185.0,5.0,13.0,-8.0
2015-06-07 13:21:00,MQ,7,716,113.0,2.0,51.0,66.0
2015-06-07 13:33:00,B6,7,231,42.0,5.0,10.0,23.0
2015-06-07 14:08:00,EV,7,120,27.0,2.0,11.0,-10.0
2015-06-07 14:16:00,OO,7,843,116.0,33.0,14.0,-7.0
2015-06-07 14:34:00,WN,7,192,35.0,3.0,6.0,4.0
2015-06-07 15:38:00,AA,7,802,120.0,20.0,21.0,46.0
2015-06-07 16:17:00,DL,7,834,110.0,5.0,15.0,7.0
2015-06-07 19:08:00,WN,7,1020,143.0,23.0,6.0,-2.0
2015-06-07 19:24:00,EV,7,292,54.0,4.0,17.0,-3.0
2015-06-07 20:17:00,MQ,7,285,47.0,37.0,9.0,42.0
2015-06-07 21:28:00,WN,7,1072,141.0,5.0,7.0,8.0
2015-06-07 22:28:00,US,7,678,87.0,3.0,13.0,23.0
2015-06-08 05:53:00,US,1,992,136.0,6.0,12.0,-7.0
2015-06-08 07:24:00,AS,1,550,82.0,9.0,27.0,-6.0
2015-06-08 07:43:00,AA,1,986,150.0,9.0,12.0,-7.0
2015-06-08 07:53:00,US,1,399,68.0,4.0,15.0,-7.0
2015-06-08 07:55:00,DL,1,577,80.0,17.0,13.0,-5.0
2015-06-08 08:05:00,F9,1,1199,138.0,12.0,16.0,-5.0
2015-06-08 08:20:00,DL,1,237,43.0,4.0,9.0,-1.0
2015-06-08 08:22:00,UA,1,862,103.0,9.0,12.0,2.0
2015-06-08 08:23:00,OO,1,657,94.0,34.0,13.0,-7.0
2015-06-08 08:57:00,AS,1,1660,215.0,10.0,22.0,-3.0
2015-06-08 09:56:00,US,1,1013,130.0,4.0,30.0,-4.0
2015-06-08 11:18:00,WN,1,909,114.0,7.0,6.0,13.0
2015-06-08 11:34:00,DL,1,406,57.0,3.0,15.0,-1.0
2015-06-08 11:52:00,WN,1,368,58.0,6.0,14.0,2.0
2015-06-08 12:16:00,WN,1,2149,255.0,5.0,13.0,1.0
2015-06-08 12:19:00,MQ,1,765,149.0,7.0,33.0,111.0
2015-06-08 13:28:00,OO,1,604,100.0,13.0,10.0,0.0
2015-06-08 13:56:00,EV,1,696,98.0,10.0,16.0,-4.0
2015-06-08 14:01:00,EV,1,74,24.0,10.0,3.0,-10.0
2015-06-08 14:40:00,AA,1,631,91.0,6.0,8.0,18.0
2015-06-08 15:32:00,WN,1,684,99.0,5.0,14.0,-3.0
2015-06-08 15:54:00,DL,1,591,92.0,7.0,41.0,9.0
2015-06-08 16:46:00,DL,1,545,76.0,8.0,17.0,11.0
2015-06-08 16:58:00,B6,1,2446,336.0,3.0,48.0,-2.0
2015-06-08 17:03:00,WN,1,236,45.0,5.0,10.0,13.0
2015-06-08 17:11:00,UA,1,420,68.0,4.0,14.0,-3.0
2015-06-08 19:32:00,US,1,666,105.0,12.0,39.0,72.0
2015-06-08 22:13:00,DL,1,577,79.0,15.0,10.0,-1.0
2015-06-08 22:35:00,AA,1,190,33.0,4.0,11.0,20.0
2015-06-08 23:17:00,US,1,507,72.0,4.0,12.0,67.0
2015-06-08 23:31:00,DL,1,106,24.0,5.0,10.0,146.0
2015-06-08 23:34:00,UA,1,1739,224.0,3.0,18.0,61.0
2015-06-08 23:36:00,WN,1,721,105.0,3.0,10.0,151.0
2015-06-09 01:26:00,DL,2,859,110.0,4.0,18.0,211.0
2015-06-09 02:37:00,F9,2,1744,213.0,7.0,9.0,77.0
2015-06-09 06:09:00,DL,2,1541,201.0,6.0,17.0,-6.0
2015-06-09 06:26:00,NK,2,888,120.0,42.0,14.0,-4.0
2015-06-09 07:11:00,AA,2,1172,150.0,5.0,18.0,-4.0
2015-06-09 07:26:00,AA,2,2165,251.0,5.0,23.0,11.0
2015-06-09 07:44:00,OO,2,1195,142.0,13.0,16.0,-11.0
2015-06-09 07:47:00,OO,2,451,75.0,6.0,9.0,-4.0
2015-06-09 08:07:00,DL,2,689,99.0,16.0,13.0,-3.0
2015-06-09 08:54:00,AA,2,1598,201.0,8.0,13.0,-1.0
2015-06-09 09:40:00,EV,2,781,113.0,8.0,24.0,1.0
2015-06-09 10:29:00,VX,2,1246,156.0,25.0,10.0,-6.0
2015-06-09 10:39:00,WN,2,417,67.0,4.0,11.0,-1.0
2015-06-09 11:16:00,F9,2,1440,191.0,6.0,11.0,-9.0
2015-06-09 11:22:00,DL,2,1124,154.0,6.0,26.0,-2.0
2015-06-09 11:52:00,WN,2,347,50.0,5.0,13.0,12.0
2015-06-09 12:33:00,MQ,2,224,42.0,5.0,20.0,23.0
2015-06-09 12:50:00,B6,2,273,48.0,3.0,23.0,-10.0
2015-06-09 13:43:00,F9,2,1440,171.0,13.0,22.0,-12.0
2015-06-09 14:35:00,US,2,1979,228.0,7.0,11.0,-3.0
2015-06-09 15:47:00,WN,2,308,46.0,4.0,7.0,-3.0
2015-06-09 16:43:00,EV,2,458,75.0,7.0,14.0,4.0
2015-06-09 16:58:00,MQ,2,139,27.0,3.0,13.0,2.0
2015-06-09 17:20:00,WN,2,562,81.0,3.0,10.0,95.0
2015-06-09 17:49:00,NK,2,680,94.0,23.0,29.0,174.0
2015-06-09 17:55:00,UA,2,628,82.0,23.0,11.0,-2.0
2015-06-09 18:34:00,UA,2,1303,168.0,3.0,15.0,24.0
2015-06-09 19:10:00,US,2,184,37.0,5.0,23.0,10.0
2015-06-09 19:35:00,B6,2,387,65.0,4.0,10.0,-5.0
2015-06-09 20:35:00,OO,2,190,33.0,5.0,10.0,-9.0
2015-06-09 21:17:00,EV,2,508,75.0,8.0,12.0,207.0
2015-06-09 21:45:00,DL,2,813,105.0,16.0,14.0,116.0
2015-06-10 07:06:00,OO,3,536,87.0,7.0,15.0,-7.0
2015-06-10 07:22:00,DL,3,594,83.0,16.0,14.0,-4.0
2015-06-10 08:18:00,US,3,2075,253.0,4.0,15.0,-2.0
2015-06-10 08:41:00,OO,3,363,64.0,4.0,23.0,1.0
2015-06-10 09:14:00,AS,3,550,78.0,5.0,19.0,4.0
2015-06-10 10:08:00,WN,3,472,59.0,5.0,17.0,3.0
2015-06-10 10:20:00,DL,3,2586,326.0,5.0,33.0,80.0
2015-06-10 10:28:00,MQ,3,315,72.0,8.0,20.0,3.0
2015-06-10 10:30:00,WN,3,967,118.0,7.0,8.0,5.0
2015-06-10 12:04:00,EV,3,651,98.0,3.0,20.0,-1.0
2015-06-10 12:52:00,WN,3,1111,147.0,4.0,14.0,32.0
2015-06-10 13:44:00,US,3,1032,134.0,6.0,14.0,-1.0
2015-06-10 14:01:00,B6,3,1028,155.0,2.0,19.0,1.0
2015-06-10 14:04:00,EV,3,212,40.0,3.0,16.0,-1.0
2015-06-10 14:08:00,DL,3,554,79.0,8.0,13.0,3.0
2015-06-10 15:11:00,OO,3,157,32.0,5.0,21.0,11.0
2015-06-10 15:19:00,AA,3,852,118.0,6.0,15.0,4.0
2015-06-10 15:42:00,EV,3,542,84.0,6.0,15.0,0.0
2015-06-10 16:21:00,MQ,3,409,89.0,8.0,16.0,118.0
2015-06-10 17:13:00,DL,3,2446,312.0,4.0,40.0,-1.0
2015-06-10 19:16:00,EV,3,316,49.0,6.0,24.0,-2.0
2015-06-10 20:43:00,WN,3,1521,175.0,5.0,10.0,18.0
2015-06-10 20:47:00,WN,3,672,98.0,5.0,13.0,162.0
2015-06-10 21:42:00,WN,3,368,56.0,2.0,10.0,2.0
2015-06-11 05:35:00,WN,4,1524,207.0,3.0,12.0,-5.0
2015-06-11 05:43:00,WN,4,283,60.0,10.0,10.0,-2.0
2015-06-11 05:53:00,US,4,678,116.0,4.0,16.0,-7.0
2015-06-11 06:58:00,VX,4,2475,324.0,11.0,30.0,-2.0
2015-06-11 06:59:00,AA,4,1217,153.0,8.0,12.0,-2.0
2015-06-11 07:23:00,UA,4,224,42.0,12.0,14.0,-4.0
2015-06-11 07:24:00,DL,4,534,85.0,3.0,15.0,-1.0
2015-06-11 07:40:00,DL,4,874,117.0,12.0,8.0,0.0
2015-06-11 07:52:00,MQ,4,764,106.0,4.0,10.0,-3.0
2015-06-11 08:24:00,UA,4,2704,312.0,5.0,22.0,-2.0
2015-06-11 08:50:00,EV,4,134,27.0,3.0,11.0,-5.0
2015-06-11 09:05:00,EV,4,173,33.0,3.0,31.0,-7.0
2015-06-11 09:07:00,EV,4,466,89.0,5.0,29.0,-5.0
2015-06-11 09:20:00,UA,4,2565,325.0,10.0,17.0,2.0
2015-06-11 09:33:00,EV,4,241,44.0,4.0,13.0,-6.0
2015-06-11 09:37:00,NK,4,563,93.0,6.0,17.0,-3.0
2015-06-11 10:07:00,WN,4,460,70.0,5.0,13.0,47.0
2015-06-11 13:19:00,DL,4,2248,272.0,8.0,15.0,1.0
2015-06-11 13:42:00,OO,4,128,39.0,13.0,3.0,17.0
2015-06-11 13:59:00,US,4,1773,210.0,8.0,24.0,-6.0
2015-06-11 15:53:00,EV,4,456,67.0,6.0,11.0,31.0
2015-06-11 16:27:00,DL,4,481,84.0,6.0,5.0,-5.0
2015-06-11 17:01:00,AA,4,2311,304.0,9.0,25.0,-4.0
2015-06-11 17:07:00,WN,4,1057,133.0,3.0,10.0,-3.0
2015-06-11 17:25:00,B6,4,413,67.0,6.0,16.0,-3.0
2015-06-11 17:57:00,DL,4,444,74.0,10.0,12.0,24.0
2015-06-11 18:52:00,WN,4,641,96.0,3.0,16.0,152.0
2015-06-11 20:19:00,OO,4,250,48.0,4.0,11.0,-9.0
2015-06-11 20:23:00,MQ,4,196,42.0,11.0,10.0,58.0
2015-06-11 23:13:00,WN,4,895,110.0,4.0,16.0,118.0
2015-06-12 00:54:00,UA,5,1635,189.0,7.0,12.0,9.0
2015-06-12 05:33:00,WN,5,1491,175.0,18.0,20.0,3.0
2015-06-12 05:57:00,MQ,5,409,69.0,26.0,13.0,-3.0
2015-06-12 06:10:00,DL,5,692,95.0,7.0,9.0,-5.0
2015-06-12 06:24:00,EV,5,645,97.0,9.0,10.0,-6.0
2015-06-12 06:41:00,UA,5,1721,193.0,16.0,14.0,-4.0
2015-06-12 08:04:00,UA,5,1703,215.0,3.0,11.0,-2.0
2015-06-12 08:05:00,WN,5,1121,133.0,26.0,7.0,0.0
2015-06-12 08:08:00,WN,5,189,37.0,17.0,7.0,-2.0
2015-06-12 08:10:00,DL,5,447,68.0,7.0,14.0,-5.0
2015-06-12 09:38:00,DL,5,214,37.0,4.0,11.0,-2.0
2015-06-12 10:03:00,OO,5,1069,140.0,12.0,14.0,0.0
2015-06-12 11:10:00,DL,5,986,149.0,10.0,14.0,2.0
2015-06-12 11:28:00,DL,5,484,67.0,3.0,16.0,-2.0
2015-06-12 11:50:00,MQ,5,134,31.0,21.0,14.0,-5.0
2015-06-12 12:07:00,AA,5,1660,230.0,10.0,15.0,-3.0
2015-06-12 12:49:00,WN,5,2106,271.0,16.0,19.0,4.0
2015-06-12 12:53:00,EV,5,143,30.0,9.0,12.0,-7.0
2015-06-12 13:14:00,DL,5,1306,165.0,4.0,15.0,-1.0
2015-06-12 14:37:00,EV,5,667,113.0,3.0,32.0,-3.0
2015-06-12 14:37:00,WN,5,616,87.0,8.0,10.0,17.0
2015-06-12 15:20:00,EV,5,463,69.0,9.0,6.0,44.0
2015-06-12 15:31:00,DL,5,983,137.0,5.0,11.0,6.0
2015-06-12 17:23:00,AS,5,978,142.0,5.0,15.0,-17.0
2015-06-12 17:43:00,NK,5,629,98.0,14.0,16.0,120.0
2015-06-12 17:57:00,WN,5,917,122.0,4.0,11.0,7.0
2015-06-12 18:08:00,F9,5,391,55.0,7.0,10.0,13.0
2015-06-12 18:44:00,US,5,1670,192.0,2.0,12.0,-1.0
2015-06-12 19:05:00,EV,5,489,83.0,5.0,13.0,19.0
2015-06-12 19:36:00,DL,5,1399,201.0,6.0,17.0,1.0
2015-06-12 19:46:00,F9,5,1096,147.0,10.0,18.0,41.0
2015-06-12 20:18:00,DL,5,1156,143.0,4.0,18.0,-2.0
2015-06-12 21:40:00,WN,5,347,54.0,8.0,18.0,15.0
2015-06-12 22:58:00,DL,5,731,94.0,22.0,11.0,53.0
2015-06-13 05:37:00,EV,6,127,25.0,7.0,21.0,-8.0
2015-06-13 06:34:00,US,6,899,120.0,2.0,9.0,-6.0
2015-06-13 07:09:00,AS,6,2554,334.0,4.0,9.0,4.0
2015-06-13 09:19:00,OO,6,237,49.0,12.0,43.0,40.0
2015-06-13 09:30:00,WN,6,1235,159.0,7.0,10.0,-5.0
2015-06-13 09:38:00,MQ,6,364,62.0,15.0,11.0,-2.0
2015-06-13 09:41:00,UA,6,236,41.0,11.0,21.0,36.0
2015-06-13 10:26:00,MQ,6,597,88.0,3.0,16.0,11.0
2015-06-13 12:07:00,EV,6,228,45.0,6.0,14.0,-3.0
2015-06-13 12:08:00,MQ,6,265,46.0,8.0,18.0,-5.0
2015-06-13 12:24:00,WN,6,255,41.0,5.0,7.0,4.0
2015-06-13 15:37:00,US,6,1979,237.0,3.0,17.0,59.0
2015-06-13 16:54:00,EV,6,227,46.0,4.0,30.0,9.0
2015-06-13 16:55:00,B6,6,209,44.0,3.0,21.0,-5.0
2015-06-13 17:27:00,EV,6,173,32.0,10.0,58.0,-4.0
2015-06-13 19:06:00,WN,6,283,48.0,4.0,12.0,-4.0
2015-06-13 19:13:00,US,6,2300,295.0,5.0,18.0,-2.0
2015-06-13 19:41:00,WN,6,1090,131.0,7.0,10.0,31.0
2015-06-13 20:26:00,WN,6,1444,178.0,8.0,11.0,81.0
2015-06-13 21:33:00,WN,6,861,124.0,4.0,8.0,23.0
2015-06-13 23:02:00,NK,6,1055,148.0,7.0,20.0,2.0
2015-06-14 05:46:00,WN,7,587,81.0,8.0,10.0,-4.0
2015-06-14 07:10:00,AA,7,334,56.0,6.0,17.0,0.0
2015-06-14 07:15:00,US,7,936,122.0,6.0,11.0,65.0
2015-06-14 07:23:00,DL,7,577,87.0,9.0,15.0,-3.0
2015-06-14 10:02:00,US,7,646,96.0,5.0,15.0,17.0
2015-06-14 10:49:00,UA,7,337,53.0,21.0,11.0,9.0
2015-06-14 11:27:00,EV,7,979,144.0,9.0,14.0,5.0
2015-06-14 11:59:00,OO,7,412,64.0,5.0,18.0,-4.0
2015-06-14 12:32:00,UA,7,1452,201.0,6.0,22.0,0.0
2015-06-14 12:46:00,AA,7,569,78.0,4.0,23.0,16.0
2015-06-14 13:46:00,WN,7,496,65.0,3.0,8.0,46.0
2015-06-14 15:42:00,AA,7,802,138.0,11.0,32.0,11.0
2015-06-14 16:14:00,DL,7,1947,232.0,9.0,14.0,9.0
2015-06-14 18:08:00,UA,7,1597,216.0,6.0,14.0,153.0
2015-06-14 18:53:00,OO,7,710,102.0,6.0,18.0,53.0
2015-06-14 19:12:00,EV,7,474,70.0,12.0,50.0,103.0
2015-06-14 19:31:00,DL,7,516,81.0,5.0,22.0,0.0
2015-06-14 20:02:00,EV,7,212,55.0,7.0,27.0,17.0
2015-06-14 20:10:00,AA,7,1172,164.0,6.0,22.0,-5.0
2015-06-14 20:32:00,B6,7,301,59.0,9.0,9.0,60.0
2015-06-14 20:53:00,DL,7,259,41.0,6.0,19.0,7.0
2015-06-14 21:01:00,UA,7,1416,184.0,4.0,14.0,132.0
2015-06-14 22:04:00,DL,7,1076,143.0,8.0,11.0,189.0
2015-06-14 22:07:00,WN,7,787,103.0,6.0,12.0,92.0
2015-06-14 22:29:00,WN,7,425,59.0,3.0,27.0,19.0
2015-06-15 05:48:00,OO,1,224,43.0,20.0,14.0,-2.0
2015-06-15 06:27:00,DL,1,1123,158.0,5.0,13.0,-3.0
2015-06-15 06:52:00,WN,1,370,60.0,7.0,15.0,-3.0
2015-06-15 07:39:00,OO,1,86,19.0,5.0,20.0,-7.0
2015-06-15 07:39:00,OO,1,1428,191.0,5.0,20.0,-1.0
2015-06-15 08:06:00,AA,1,431,72.0,8.0,9.0,1.0
2015-06-15 09:03:00,WN,1,453,81.0,5.0,10.0,8.0
2015-06-15 09:25:00,EV,1,127,31.0,4.0,13.0,-3.0
2015-06-15 09:39:00,US,1,1670,197.0,4.0,15.0,49.0
2015-06-15 09:42:00,EV,1,508,77.0,3.0,17.0,-1.0
2015-06-15 10:16:00,WN,1,370,55.0,5.0,18.0,16.0
2015-06-15 11:04:00,UA,1,1504,186.0,5.0,23.0,4.0
2015-06-15 11:51:00,HA,1,102,20.0,7.0,8.0,3.0
2015-06-15 13:46:00,AS,1,1533,205.0,3.0,13.0,-4.0
2015-06-15 13:50:00,AA,1,1205,153.0,5.0,11.0,-5.0
2015-06-15 14:10:00,WN,1,446,71.0,6.0,10.0,0.0
2015-06-15 15:37:00,DL,1,528,78.0,6.0,18.0,-1.0
2015-06-15 16:54:00,UA,1,1744,210.0,62.0,36.0,129.0
2015-06-15 17:26:00,DL,1,731,97.0,4.0,24.0,14.0
2015-06-15 17:27:00,US,1,2125,269.0,14.0,11.0,42.0
2015-06-15 19:41:00,WN,1,1182,149.0,6.0,7.0,71.0
2015-06-15 19:51:00,DL,1,1522,202.0,8.0,9.0,9.0
2015-06-15 21:03:00,OO,1,674,97.0,5.0,26.0,3.0
2015-06-15 22:20:00,EV,1,240,95.0,15.0,50.0,171.0
2015-06-15 22:40:00,US,1,529,83.0,12.0,36.0,25.0
2015-06-15 23:37:00,WN,1,337,56.0,6.0,8.0,32.0
2015-06-16 05:33:00,WN,2,907,116.0,8.0,12.0,-2.0
2015-06-16 06:34:00,WN,2,994,128.0,4.0,7.0,-6.0
2015-06-16 08:53:00,WN,2,404,58.0,11.0,9.0,-2.0
2015-06-16 09:03:00,UA,2,1201,169.0,9.0,8.0,-2.0
2015-06-16 09:43:00,F9,2,1013,130.0,8.0,18.0,-7.0
2015-06-16 10:33:00,OO,2,156,41.0,14.0,8.0,-4.0
2015-06-16 10:49:00,OO,2,268,46.0,15.0,16.0,26.0
2015-06-16 11:16:00,WN,2,2447,310.0,6.0,9.0,6.0
2015-06-16 11:29:00,DL,2,680,94.0,5.0,11.0,-1.0
2015-06-16 11:30:00,WN,2,370,57.0,8.0,9.0,0.0
2015-06-16 12:04:00,AA,2,1721,252.0,7.0,14.0,4.0
2015-06-16 13:06:00,WN,2,2447,284.0,12.0,7.0,16.0
2015-06-16 13:11:00,WN,2,337,52.0,16.0,6.0,-4.0
2015-06-16 13:30:00,WN,2,2295,268.0,17.0,8.0,20.0
2015-06-16 13:33:00,DL,2,366,58.0,2.0,8.0,88.0
2015-06-16 15:06:00,DL,2,874,113.0,15.0,20.0,-5.0
2015-06-16 15:12:00,HA,2,4983,534.0,11.0,17.0,-8.0
2015-06-16 15:19:00,WN,2,651,92.0,5.0,12.0,29.0
2015-06-16 15:27:00,DL,2,368,56.0,8.0,13.0,27.0
2015-06-16 15:59:00,EV,2,102,28.0,27.0,4.0,149.0
2015-06-16 16:13:00,WN,2,189,36.0,5.0,13.0,38.0
2015-06-16 17:48:00,DL,2,1576,214.0,3.0,37.0,-5.0
2015-06-16 18:55:00,AA,2,2218,269.0,4.0,11.0,25.0
2015-06-16 19:16:00,MQ,2,491,100.0,8.0,13.0,0.0
2015-06-16 22:24:00,WN,2,1199,156.0,6.0,21.0,9.0
2015-06-16 22:58:00,NK,2,581,85.0,10.0,13.0,247.0
2015-06-17 05:41:00,B6,3,1598,204.0,4.0,14.0,-3.0
2015-06-17 06:13:00,UA,3,2218,270.0,16.0,16.0,8.0
2015-06-17 06:14:00,US,3,2370,262.0,15.0,21.0,-6.0
2015-06-17 07:11:00,DL,3,1747,208.0,7.0,11.0,1.0
2015-06-17 07:32:00,DL,3,1670,209.0,8.0,13.0,-1.0
2015-06-17 07:52:00,WN,3,562,75.0,4.0,12.0,2.0
2015-06-17 08:44:00,DL,3,1892,229.0,4.0,17.0,34.0
2015-06-17 09:39:00,B6,3,1121,147.0,7.0,21.0,-6.0
2015-06-17 10:18:00,WN,3,342,56.0,4.0,8.0,8.0
2015-06-17 10:49:00,DL,3,721,101.0,8.0,18.0,-1.0
2015-06-17 10:56:00,B6,3,2343,292.0,8.0,12.0,-4.0
2015-06-17 11:05:00,EV,3,552,84.0,18.0,11.0,17.0
2015-06-17 11:30:00,UA,3,1744,227.0,7.0,15.0,8.0
2015-06-17 11:31:00,WN,3,602,85.0,15.0,11.0,1.0
2015-06-17 11:43:00,HA,3,100,22.0,5.0,13.0,-5.0
2015-06-17 12:00:00,DL,3,422,59.0,5.0,8.0,-2.0
2015-06-17 13:44:00,OO,3,509,71.0,3.0,18.0,-6.0
2015-06-17 13:58:00,UA,3,1514,188.0,12.0,14.0,-4.0
2015-06-17 14:04:00,WN,3,543,78.0,3.0,9.0,-1.0
2015-06-17 15:42:00,OO,3,220,44.0,4.0,32.0,-3.0
2015-06-17 16:40:00,DL,3,700,126.0,6.0,9.0,14.0
2015-06-17 17:22:00,WN,3,725,93.0,6.0,9.0,7.0
2015-06-17 17:36:00,MQ,3,158,33.0,33.0,14.0,148.0
2015-06-17 17:40:00,EV,3,473,63.0,4.0,12.0,1.0
2015-06-17 18:18:00,UA,3,1703,221.0,7.0,13.0,144.0
2015-06-17 18:27:00,B6,3,2248,296.0,6.0,29.0,-3.0
2015-06-17 18:37:00,F9,3,1371,167.0,9.0,16.0,47.0
2015-06-17 20:21:00,OO,3,86,18.0,3.0,14.0,63.0
2015-06-17 21:14:00,AS,3,1448,192.0,4.0,15.0,-16.0
2015-06-17 21:54:00,EV,3,323,46.0,14.0,20.0,56.0
2015-06-18 05:58:00,DL,4,373,66.0,4.0,19.0,-2.0
2015-06-18 06:32:00,UA,4,997,134.0,14.0,10.0,-1.0
2015-06-18 07:10:00,AA,4,1437,185.0,16.0,24.0,0.0
2015-06-18 07:24:00,UA,4,305,47.0,8.0,20.0,2.0
2015-06-18 08:23:00,WN,4,719,91.0,5.0,10.0,-7.0
2015-06-18 08:31:00,UA,4,679,87.0,8.0,21.0,1.0
2015-06-18 08:50:00,EV,4,667,104.0,7.0,10.0,-10.0
2015-06-18 08:51:00,OO,4,386,61.0,6.0,33.0,-9.0
2015-06-18 08:56:00,WN,4,762,108.0,10.0,15.0,-4.0
2015-06-18 09:16:00,OO,4,284,49.0,5.0,13.0,-1.0
2015-06-18 09:43:00,DL,4,588,92.0,4.0,10.0,3.0
2015-06-18 09:50:00,WN,4,283,47.0,7.0,9.0,35.0
2015-06-18 10:12:00,WN,4,2075,240.0,9.0,14.0,7.0
2015-06-18 10:35:00,WN,4,646,93.0,5.0,8.0,0.0
2015-06-18 11:16:00,B6,4,301,56.0,6.0,9.0,-9.0
2015-06-18 11:30:00,OO,4,844,117.0,5.0,12.0,-7.0
2015-06-18 12:10:00,AA,4,612,79.0,4.0,19.0,25.0
2015-06-18 13:00:00,US,4,2845,322.0,13.0,11.0,-5.0
2015-06-18 13:47:00,OO,4,1156,144.0,6.0,20.0,-3.0
2015-06-18 13:53:00,UA,4,2565,326.0,11.0,13.0,131.0
2015-06-18 14:45:00,MQ,4,229,40.0,4.0,14.0,0.0
