DEPARTURE_DATETIME,AIRLINE,DAY_OF_WEEK,DISTANCE,AIR_TIME,TAXI_IN,TAXI_OUT,DEPARTURE_DELAY
2015-02-16 18:59:00,F9,1,888,150.0,11.0,14.0,9.0
2015-02-16 19:17:00,MQ,1,604,115.0,8.0,12.0,20.0
2015-02-16 19:47:00,WN,1,197,37.0,5.0,9.0,42.0
2015-02-16 20:50:00,DL,1,1598,224.0,11.0,13.0,-5.0
2015-02-16 20:53:00,AA,1,919,130.0,3.0,153.0,54.0
2015-02-16 22:11:00,WN,1,397,70.0,5.0,10.0,121.0
2015-02-17 06:03:00,WN,2,588,84.0,6.0,19.0,-2.0
2015-02-17 07:00:00,OO,2,737,116.0,3.0,17.0,0.0
2015-02-17 07:12:00,DL,2,1299,169.0,6.0,14.0,-3.0
2015-02-17 07:17:00,DL,2,1747,193.0,4.0,14.0,2.0
2015-02-17 07:32:00,US,2,2125,248.0,7.0,16.0,-3.0
2015-02-17 08:48:00,OO,2,158,32.0,25.0,12.0,3.0
2015-02-17 08:52:00,VX,2,236,41.0,11.0,9.0,-8.0
2015-02-17 09:13:00,DL,2,2611,310.0,18.0,33.0,-7.0
2015-02-17 09:22:00,US,2,529,67.0,7.0,35.0,98.0
2015-02-17 09:43:00,HA,2,2338,297.0,7.0,17.0,-7.0
2015-02-17 09:56:00,EV,2,978,121.0,4.0,41.0,1.0
2015-02-17 10:08:00,OO,2,455,61.0,9.0,12.0,-13.0
2015-02-17 10:25:00,EV,2,349,76.0,11.0,16.0,0.0
2015-02-17 10:59:00,DL,2,422,62.0,3.0,17.0,-1.0
2015-02-17 12:02:00,UA,2,909,124.0,5.0,13.0,52.0
2015-02-17 12:34:00,AA,2,813,126.0,5.0,25.0,-6.0
2015-02-17 12:39:00,US,2,184,49.0,6.0,33.0,39.0
2015-02-17 12:42:00,AA,2,190,38.0,4.0,16.0,-8.0
2015-02-17 13:05:00,US,2,1276,179.0,5.0,16.0,-4.0
2015-02-17 14:00:00,WN,2,407,63.0,6.0,11.0,-5.0
2015-02-17 14:12:00,DL,2,983,162.0,3.0,14.0,237.0
2015-02-17 14:40:00,US,2,666,86.0,5.0,12.0,-5.0
2015-02-17 14:41:00,MQ,2,227,45.0,10.0,8.0,3.0
2015-02-17 16:59:00,WN,2,883,112.0,3.0,12.0,14.0
2015-02-17 17:06:00,WN,2,293,49.0,5.0,7.0,-4.0
2015-02-17 17:33:00,DL,2,545,84.0,5.0,17.0,-2.0
2015-02-17 17:36:00,WN,2,1390,165.0,3.0,12.0,11.0
2015-02-17 17:37:00,EV,2,253,40.0,5.0,10.0,-1.0
2015-02-17 18:01:00,US,2,1009,149.0,6.0,17.0,-4.0
2015-02-17 18:47:00,EV,2,196,38.0,6.0,12.0,53.0
2015-02-17 19:43:00,OO,2,483,76.0,5.0,19.0,-2.0
2015-02-17 19:57:00,EV,2,771,93.0,7.0,9.0,17.0
2015-02-17 20:17:00,US,2,529,72.0,7.0,15.0,-3.0
2015-02-17 20:48:00,US,2,130,41.0,8.0,14.0,68.0
2015-02-17 21:07:00,WN,2,365,48.0,5.0,9.0,7.0
2015-02-18 05:53:00,AA,3,1085,192.0,8.0,26.0,3.0
2015-02-18 05:54:00,EV,3,654,106.0,7.0,11.0,-6.0
2015-02-18 06:00:00,DL,3,651,92.0,8.0,11.0,-5.0
2015-02-18 06:35:00,WN,3,860,127.0,4.0,21.0,5.0
2015-02-18 06:51:00,AS,3,590,84.0,6.0,13.0,-9.0
2015-02-18 06:59:00,WN,3,1052,171.0,6.0,18.0,-1.0
2015-02-18 08:10:00,EV,3,416,79.0,12.0,18.0,-2.0
2015-02-18 08:20:00,EV,3,292,64.0,9.0,38.0,0.0
2015-02-18 08:21:00,DL,3,237,44.0,5.0,37.0,-4.0
2015-02-18 08:22:00,WN,3,1407,158.0,3.0,8.0,-3.0
2015-02-18 08:34:00,WN,3,1047,122.0,7.0,6.0,-6.0
2015-02-18 08:46:00,DL,3,554,76.0,6.0,40.0,-1.0
2015-02-18 08:47:00,AA,3,1205,148.0,10.0,11.0,-8.0
2015-02-18 09:05:00,OO,3,89,26.0,3.0,20.0,-5.0
2015-02-18 10:36:00,WN,3,920,152.0,4.0,7.0,-9.0
2015-02-18 10:53:00,DL,3,223,50.0,6.0,12.0,10.0
2015-02-18 11:11:00,WN,3,677,95.0,15.0,6.0,1.0
2015-02-18 11:32:00,MQ,3,500,91.0,11.0,7.0,72.0
2015-02-18 11:57:00,WN,3,407,68.0,5.0,21.0,7.0
2015-02-18 14:02:00,B6,3,280,44.0,4.0,13.0,-5.0
2015-02-18 16:03:00,MQ,3,315,58.0,8.0,27.0,-7.0
2015-02-18 16:33:00,DL,3,134,34.0,8.0,11.0,28.0
2015-02-18 17:37:00,DL,3,526,74.0,4.0,12.0,42.0
2015-02-18 18:18:00,OO,3,326,50.0,24.0,11.0,-12.0
2015-02-18 18:58:00,DL,3,515,81.0,18.0,19.0,-13.0
2015-02-18 20:52:00,AA,3,612,83.0,24.0,16.0,7.0
2015-02-18 21:17:00,AA,3,964,150.0,7.0,27.0,-3.0
2015-02-19 05:38:00,WN,4,1066,132.0,7.0,28.0,-2.0
2015-02-19 05:54:00,B6,4,1028,153.0,4.0,13.0,-6.0
2015-02-19 06:18:00,WN,4,481,74.0,8.0,17.0,-2.0
2015-02-19 07:10:00,DL,4,2153,239.0,7.0,16.0,0.0
2015-02-19 08:25:00,VX,4,2454,282.0,8.0,15.0,0.0
2015-02-19 09:31:00,EV,4,562,88.0,3.0,13.0,-4.0
2015-02-19 09:44:00,WN,4,547,79.0,5.0,11.0,-1.0
2015-02-19 09:45:00,WN,4,1092,144.0,4.0,16.0,-5.0
2015-02-19 10:00:00,VX,4,2419,357.0,5.0,12.0,0.0
2015-02-19 10:03:00,OO,4,262,44.0,4.0,15.0,54.0
2015-02-19 10:06:00,DL,4,1086,149.0,6.0,12.0,4.0
2015-02-19 10:18:00,NK,4,606,105.0,9.0,14.0,50.0
2015-02-19 11:14:00,EV,4,1083,117.0,8.0,15.0,21.0
2015-02-19 12:27:00,UA,4,406,63.0,3.0,13.0,64.0
2015-02-19 12:45:00,MQ,4,383,49.0,8.0,16.0,0.0
2015-02-19 12:59:00,UA,4,862,107.0,4.0,17.0,28.0
2015-02-19 14:56:00,HA,4,2603,306.0,7.0,20.0,-4.0
2015-02-19 17:39:00,DL,4,632,103.0,10.0,35.0,4.0
2015-02-19 17:54:00,US,4,361,56.0,6.0,16.0,-1.0
2015-02-19 18:00:00,B6,4,1121,158.0,15.0,59.0,0.0
2015-02-19 19:13:00,UA,4,862,120.0,26.0,17.0,16.0
2015-02-19 19:45:00,WN,4,488,68.0,4.0,8.0,15.0
2015-02-19 19:52:00,DL,4,950,136.0,4.0,26.0,87.0
2015-02-19 20:50:00,WN,4,369,56.0,5.0,14.0,10.0
2015-02-19 21:56:00,AA,4,2475,268.0,7.0,46.0,-4.0
2015-02-20 05:57:00,DL,5,332,46.0,8.0,16.0,-3.0
2015-02-20 06:03:00,WN,5,337,57.0,4.0,12.0,-2.0
2015-02-20 06:22:00,EV,5,667,86.0,7.0,9.0,-13.0
2015-02-20 06:35:00,US,5,255,43.0,7.0,17.0,0.0
2015-02-20 08:10:00,WN,5,1166,179.0,5.0,11.0,-5.0
2015-02-20 08:28:00,UA,5,1452,165.0,9.0,11.0,-2.0
2015-02-20 08:32:00,UA,5,1726,240.0,4.0,16.0,6.0
2015-02-20 08:46:00,WN,5,883,127.0,5.0,8.0,11.0
2015-02-20 08:53:00,AS,5,2640,354.0,4.0,15.0,-2.0
2015-02-20 09:00:00,EV,5,164,33.0,3.0,17.0,-5.0
2015-02-20 09:28:00,UA,5,837,126.0,10.0,9.0,-11.0
2015-02-20 09:45:00,B6,5,632,90.0,4.0,8.0,-5.0
2015-02-20 10:55:00,EV,5,488,76.0,8.0,13.0,10.0
2015-02-20 11:11:00,MQ,5,181,40.0,11.0,9.0,-13.0
2015-02-20 11:22:00,UA,5,2704,293.0,8.0,26.0,7.0
2015-02-20 11:39:00,WN,5,488,88.0,5.0,6.0,-6.0
2015-02-20 12:18:00,EV,5,539,102.0,7.0,8.0,17.0
2015-02-20 12:29:00,DL,5,406,57.0,3.0,12.0,-1.0
2015-02-20 14:29:00,US,5,1276,185.0,4.0,41.0,-6.0
2015-02-20 14:30:00,DL,5,447,71.0,5.0,10.0,-1.0
2015-02-20 15:39:00,MQ,5,137,,,21.0,30.0
2015-02-20 16:17:00,WN,5,304,52.0,6.0,9.0,7.0
2015-02-20 17:21:00,EV,5,427,55.0,3.0,11.0,44.0
2015-02-20 17:33:00,NK,5,982,140.0,3.0,6.0,-6.0
2015-02-20 17:41:00,EV,5,151,40.0,4.0,34.0,16.0
2015-02-20 18:15:00,AA,5,594,103.0,11.0,11.0,-5.0
2015-02-20 18:28:00,WN,5,1209,182.0,4.0,8.0,43.0
2015-02-20 18:29:00,WN,5,255,47.0,5.0,8.0,9.0
2015-02-20 18:43:00,B6,5,828,114.0,10.0,35.0,-4.0
2015-02-20 18:57:00,OO,5,413,69.0,16.0,18.0,14.0
2015-02-20 19:49:00,AA,5,1303,154.0,5.0,14.0,-1.0
2015-02-20 20:33:00,DL,5,545,74.0,3.0,33.0,28.0
2015-02-20 21:00:00,MQ,5,351,45.0,4.0,17.0,0.0
2015-02-20 21:15:00,DL,5,425,70.0,4.0,11.0,15.0
2015-02-20 21:56:00,OO,5,819,115.0,4.0,19.0,-4.0
2015-02-20 22:30:00,OO,5,77,22.0,4.0,24.0,-3.0
2015-02-21 06:17:00,OO,6,565,84.0,7.0,14.0,17.0
2015-02-21 07:24:00,NK,6,866,115.0,4.0,35.0,-6.0
2015-02-21 08:06:00,WN,6,1066,131.0,13.0,8.0,66.0
2015-02-21 08:45:00,UA,6,337,53.0,6.0,18.0,8.0
2015-02-21 08:59:00,OO,6,1211,136.0,4.0,21.0,-12.0
2015-02-21 09:41:00,WN,6,591,90.0,15.0,13.0,-4.0
2015-02-21 09:55:00,US,6,1009,122.0,7.0,25.0,-3.0
2015-02-21 10:13:00,AA,6,919,131.0,11.0,15.0,1283.0
2015-02-21 11:20:00,NK,6,985,151.0,11.0,13.0,-7.0
2015-02-21 13:02:00,AA,6,631,91.0,5.0,21.0,-3.0
2015-02-21 13:09:00,OO,6,621,91.0,6.0,40.0,86.0
2015-02-21 13:49:00,US,6,920,136.0,3.0,51.0,9.0
2015-02-21 15:13:00,EV,6,416,69.0,8.0,14.0,-4.0
2015-02-21 16:26:00,WN,6,602,,,8.0,-4.0
2015-02-21 16:48:00,AA,6,1068,130.0,7.0,21.0,8.0
2015-02-21 17:47:00,MQ,6,530,75.0,7.0,9.0,-8.0
2015-02-21 19:06:00,AA,6,190,36.0,5.0,12.0,-4.0
2015-02-21 19:49:00,AS,6,1660,231.0,6.0,15.0,-1.0
2015-02-21 21:15:00,WN,6,721,119.0,4.0,9.0,25.0
2015-02-22 07:00:00,DL,7,946,159.0,14.0,31.0,0.0
2015-02-22 07:15:00,UA,7,622,106.0,13.0,13.0,-3.0
2015-02-22 07:30:00,AA,7,733,100.0,5.0,12.0,0.0
2015-02-22 08:26:00,UA,7,2565,265.0,9.0,14.0,19.0
2015-02-22 08:39:00,EV,7,266,52.0,10.0,32.0,36.0
2015-02-22 10:51:00,UA,7,315,57.0,5.0,21.0,23.0
2015-02-22 10:55:00,MQ,7,134,41.0,5.0,19.0,-5.0
2015-02-22 11:14:00,WN,7,296,40.0,3.0,7.0,-1.0
2015-02-22 11:15:00,WN,7,991,134.0,11.0,10.0,-5.0
2015-02-22 11:51:00,WN,7,342,58.0,4.0,9.0,6.0
2015-02-22 12:21:00,OO,7,250,55.0,4.0,8.0,-9.0
2015-02-22 12:47:00,B6,7,427,60.0,6.0,12.0,163.0
2015-02-22 14:28:00,AA,7,929,142.0,15.0,14.0,8.0
2015-02-22 14:51:00,B6,7,1097,160.0,5.0,21.0,181.0
2015-02-22 15:33:00,EV,7,472,59.0,5.0,31.0,13.0
2015-02-22 15:34:00,DL,7,1487,212.0,9.0,19.0,-6.0
2015-02-22 15:56:00,EV,7,533,83.0,3.0,21.0,62.0
2015-02-22 16:16:00,WN,7,296,46.0,3.0,10.0,1.0
2015-02-22 17:35:00,VX,7,447,66.0,6.0,14.0,5.0
2015-02-22 19:43:00,B6,7,1598,193.0,3.0,31.0,13.0
2015-02-22 19:51:00,WN,7,533,97.0,9.0,8.0,16.0
2015-02-22 20:20:00,WN,7,345,59.0,3.0,16.0,45.0
2015-02-22 20:30:00,B6,7,1931,284.0,4.0,12.0,20.0
2015-02-22 21:54:00,DL,7,321,50.0,12.0,18.0,-2.0
2015-02-22 22:08:00,DL,7,422,61.0,4.0,16.0,23.0
2015-02-23 05:52:00,DL,1,645,109.0,8.0,25.0,-8.0
2015-02-23 05:56:00,EV,1,212,40.0,13.0,15.0,-4.0
2015-02-23 08:27:00,AS,1,2677,315.0,10.0,20.0,-3.0
2015-02-23 08:29:00,DL,1,1623,193.0,4.0,32.0,-6.0
2015-02-23 09:09:00,DL,1,235,50.0,9.0,11.0,4.0
2015-02-23 09:39:00,DL,1,332,59.0,5.0,25.0,-1.0
2015-02-23 09:45:00,DL,1,903,108.0,4.0,20.0,13.0
2015-02-23 10:18:00,UA,1,395,59.0,9.0,27.0,148.0
2015-02-23 10:21:00,UA,1,1476,154.0,4.0,28.0,22.0
2015-02-23 10:41:00,WN,1,368,65.0,3.0,11.0,-4.0
2015-02-23 10:45:00,AA,1,978,154.0,4.0,12.0,-5.0
2015-02-23 12:54:00,DL,1,946,112.0,8.0,12.0,3.0
2015-02-23 13:00:00,DL,1,1670,171.0,3.0,24.0,1.0
2015-02-23 13:11:00,DL,1,184,51.0,16.0,29.0,11.0
2015-02-23 14:12:00,EV,1,456,67.0,6.0,15.0,-3.0
2015-02-23 14:26:00,WN,1,925,138.0,4.0,13.0,1.0
2015-02-23 14:35:00,UA,1,1012,124.0,5.0,13.0,22.0
2015-02-23 17:16:00,WN,1,1050,155.0,8.0,8.0,6.0
2015-02-23 17:20:00,EV,1,216,54.0,10.0,42.0,0.0
2015-02-23 17:29:00,DL,1,620,100.0,14.0,13.0,-7.0
2015-02-23 17:37:00,OO,1,775,105.0,6.0,12.0,115.0
2015-02-23 18:55:00,MQ,1,528,81.0,42.0,12.0,20.0
2015-02-23 18:58:00,AA,1,986,120.0,7.0,54.0,3.0
2015-02-23 19:05:00,F9,1,1066,157.0,6.0,14.0,0.0
2015-02-23 19:05:00,WN,1,308,53.0,4.0,6.0,0.0
2015-02-23 19:45:00,US,1,507,79.0,4.0,14.0,-5.0
2015-02-23 21:01:00,DL,1,528,76.0,6.0,23.0,-3.0
2015-02-23 21:13:00,DL,1,731,84.0,5.0,15.0,88.0
2015-02-23 23:01:00,UA,1,2402,266.0,7.0,17.0,62.0
2015-02-24 05:56:00,UA,2,1825,221.0,12.0,12.0,-4.0
2015-02-24 06:55:00,MQ,2,510,94.0,13.0,29.0,0.0
2015-02-24 09:27:00,DL,2,1276,163.0,5.0,18.0,27.0
2015-02-24 11:26:00,WN,2,543,78.0,6.0,11.0,-4.0
2015-02-24 12:33:00,US,2,255,47.0,4.0,17.0,-7.0
2015-02-24 15:02:00,DL,2,946,124.0,8.0,28.0,52.0
2015-02-24 15:37:00,WN,2,666,96.0,6.0,28.0,-3.0
2015-02-24 15:50:00,UA,2,1597,185.0,4.0,34.0,-5.0
2015-02-24 15:59:00,WN,2,588,86.0,6.0,10.0,4.0
2015-02-24 16:25:00,DL,2,341,51.0,9.0,8.0,34.0
2015-02-24 17:45:00,DL,2,332,50.0,5.0,20.0,15.0
2015-02-24 17:57:00,DL,2,422,63.0,4.0,10.0,2.0
2015-02-24 18:08:00,AA,2,1126,160.0,6.0,15.0,23.0
2015-02-24 18:21:00,EV,2,83,29.0,14.0,9.0,56.0
2015-02-24 18:46:00,US,2,651,104.0,5.0,10.0,-3.0
2015-02-24 19:25:00,EV,2,306,52.0,5.0,12.0,75.0
2015-02-24 19:48:00,WN,2,333,52.0,5.0,9.0,18.0
2015-02-24 20:03:00,DL,2,1979,261.0,42.0,19.0,-2.0
2015-02-24 20:06:00,EV,2,1214,189.0,4.0,21.0,31.0
2015-02-24 20:19:00,MQ,2,409,52.0,6.0,17.0,74.0
2015-02-24 20:25:00,MQ,2,528,87.0,15.0,12.0,110.0
2015-02-25 05:55:00,MQ,3,240,46.0,5.0,19.0,-5.0
2015-02-25 05:59:00,UA,3,337,55.0,11.0,16.0,-1.0
2015-02-25 06:58:00,DL,3,1010,133.0,29.0,9.0,-2.0
2015-02-25 07:04:00,UA,3,846,113.0,8.0,10.0,2.0
2015-02-25 07:32:00,WN,3,377,76.0,3.0,9.0,-3.0
2015-02-25 07:59:00,US,3,644,120.0,6.0,15.0,-6.0
2015-02-25 08:11:00,OO,3,1014,157.0,20.0,18.0,-1.0
2015-02-25 08:21:00,NK,3,197,42.0,5.0,12.0,-4.0
2015-02-25 08:36:00,DL,3,1927,264.0,7.0,18.0,-4.0
2015-02-25 08:40:00,WN,3,423,67.0,3.0,20.0,-5.0
2015-02-25 09:27:00,EV,3,143,32.0,2.0,11.0,22.0
2015-02-25 09:50:00,WN,3,793,99.0,3.0,19.0,35.0
2015-02-25 10:07:00,WN,3,692,91.0,9.0,9.0,-3.0
2015-02-25 10:48:00,UA,3,1824,194.0,4.0,12.0,-2.0
2015-02-25 10:52:00,NK,3,1025,136.0,7.0,14.0,-3.0
2015-02-25 11:29:00,AA,3,1217,137.0,3.0,11.0,-6.0
2015-02-25 11:50:00,EV,3,462,87.0,4.0,11.0,-5.0
2015-02-25 11:56:00,AS,3,954,119.0,13.0,23.0,-4.0
2015-02-25 11:57:00,UA,3,651,100.0,4.0,31.0,12.0
2015-02-25 14:15:00,UA,3,1635,191.0,5.0,13.0,-5.0
2015-02-25 14:42:00,DL,3,2139,288.0,8.0,84.0,9.0
2015-02-25 14:43:00,AA,3,1372,215.0,4.0,11.0,-5.0
2015-02-25 14:58:00,US,3,650,93.0,7.0,14.0,-1.0
2015-02-25 17:11:00,AA,3,1258,195.0,8.0,24.0,6.0
2015-02-25 18:40:00,EV,3,265,47.0,13.0,15.0,40.0
2015-02-25 18:47:00,EV,3,357,71.0,7.0,12.0,122.0
2015-02-25 18:59:00,OO,3,209,53.0,4.0,18.0,-1.0
2015-02-25 19:14:00,UA,3,1208,140.0,3.0,17.0,11.0
2015-02-26 04:32:00,B6,4,1129,148.0,5.0,11.0,12.0
2015-02-26 05:58:00,EV,4,195,46.0,12.0,32.0,-7.0
2015-02-26 06:12:00,AA,4,853,139.0,7.0,61.0,14.0
2015-02-26 06:29:00,WN,4,853,110.0,6.0,14.0,-1.0
2015-02-26 07:04:00,WN,4,456,79.0,6.0,11.0,14.0
2015-02-26 07:42:00,OO,4,590,88.0,8.0,18.0,6.0
2015-02-26 08:19:00,DL,4,983,120.0,10.0,13.0,-1.0
2015-02-26 08:19:00,DL,4,954,149.0,6.0,15.0,9.0
2015-02-26 09:15:00,AS,4,2496,290.0,19.0,14.0,0.0
2015-02-26 09:16:00,AA,4,861,104.0,4.0,14.0,26.0
2015-02-26 09:21:00,EV,4,201,39.0,4.0,12.0,18.0
2015-02-26 09:55:00,OO,4,421,72.0,5.0,11.0,150.0
2015-02-26 12:57:00,WN,4,883,115.0,2.0,14.0,117.0
2015-02-26 12:59:00,MQ,4,701,111.0,1.0,19.0,4.0
2015-02-26 13:41:00,WN,4,417,56.0,5.0,9.0,6.0
2015-02-26 14:03:00,OO,4,190,48.0,4.0,8.0,-10.0
2015-02-26 15:03:00,DL,4,547,97.0,7.0,13.0,3.0
2015-02-26 15:09:00,EV,4,130,34.0,7.0,18.0,114.0
2015-02-26 15:40:00,OO,4,363,54.0,5.0,15.0,-3.0
2015-02-26 16:05:00,WN,4,588,88.0,5.0,11.0,10.0
2015-02-26 16:15:00,WN,4,577,71.0,7.0,11.0,-5.0
2015-02-26 17:30:00,UA,4,404,70.0,14.0,21.0,-3.0
2015-02-26 17:56:00,US,4,1020,151.0,5.0,16.0,-4.0
2015-02-26 19:07:00,US,4,678,89.0,5.0,13.0,12.0
2015-02-26 19:12:00,WN,4,787,88.0,4.0,8.0,97.0
2015-02-26 19:14:00,US,4,644,114.0,5.0,20.0,-1.0
2015-02-26 20:00:00,EV,4,505,76.0,7.0,19.0,-5.0
2015-02-26 21:32:00,US,4,1927,260.0,11.0,17.0,62.0
2015-02-26 21:34:00,NK,4,852,96.0,5.0,13.0,7.0
2015-02-26 21:59:00,EV,4,404,71.0,6.0,14.0,31.0
2015-02-26 22:41:00,US,4,399,55.0,9.0,14.0,41.0
2015-02-27 05:50:00,OO,5,86,18.0,6.0,43.0,-10.0
2015-02-27 06:33:00,AA,5,1194,193.0,17.0,15.0,-7.0
2015-02-27 06:54:00,US,5,427,73.0,6.0,20.0,-6.0
2015-02-27 08:56:00,B6,5,387,58.0,3.0,10.0,-3.0
2015-02-27 08:58:00,UA,5,775,112.0,21.0,11.0,-5.0
2015-02-27 08:58:00,OO,5,262,39.0,5.0,40.0,-11.0
2015-02-27 09:10:00,WN,5,323,57.0,4.0,20.0,25.0
2015-02-27 09:57:00,F9,5,899,151.0,6.0,8.0,30.0
2015-02-27 11:48:00,OO,5,391,63.0,4.0,21.0,-4.0
2015-02-27 12:36:00,B6,5,2611,296.0,5.0,12.0,-4.0
2015-02-27 12:55:00,DL,5,425,81.0,6.0,12.0,0.0
2015-02-27 13:45:00,OO,5,926,119.0,5.0,21.0,0.0
2015-02-27 13:57:00,WN,5,362,61.0,5.0,10.0,-3.0
2015-02-27 15:00:00,DL,5,1076,175.0,3.0,23.0,0.0
2015-02-27 15:01:00,DL,5,373,66.0,6.0,19.0,47.0
2015-02-27 16:11:00,OO,5,144,27.0,5.0,12.0,1.0
2015-02-27 16:50:00,F9,5,483,68.0,4.0,12.0,35.0
2015-02-27 17:17:00,B6,5,989,124.0,5.0,17.0,59.0
2015-02-27 17:25:00,AA,5,1192,132.0,7.0,135.0,175.0
2015-02-27 19:28:00,DL,5,214,41.0,5.0,19.0,23.0
2015-02-27 20:17:00,EV,5,466,73.0,3.0,19.0,12.0
2015-02-27 21:06:00,AS,5,1448,197.0,3.0,13.0,16.0
2015-02-27 21:42:00,DL,5,946,106.0,9.0,16.0,2.0
2015-02-27 22:15:00,DL,5,484,77.0,5.0,13.0,10.0
2015-02-27 22:25:00,EV,5,562,71.0,3.0,7.0,80.0
2015-02-28 04:56:00,HA,6,216,37.0,6.0,11.0,-4.0
2015-02-28 05:17:00,B6,6,1046,146.0,30.0,14.0,-11.0
2015-02-28 05:48:00,EV,6,419,71.0,31.0,24.0,-15.0
2015-02-28 05:59:00,WN,6,945,127.0,5.0,13.0,-1.0
2015-02-28 06:00:00,EV,6,448,65.0,9.0,16.0,0.0
2015-02-28 06:28:00,EV,6,376,75.0,6.0,10.0,-7.0
2015-02-28 06:47:00,HA,6,216,36.0,5.0,14.0,-4.0
2015-02-28 07:50:00,AA,6,1055,164.0,6.0,58.0,20.0
2015-02-28 08:00:00,DL,6,1005,160.0,3.0,36.0,-5.0
2015-02-28 08:54:00,AA,6,337,54.0,10.0,12.0,-6.0
2015-02-28 09:22:00,WN,6,189,32.0,6.0,23.0,2.0
2015-02-28 10:41:00,AA,6,733,113.0,14.0,25.0,56.0
2015-02-28 10:49:00,B6,6,1011,144.0,10.0,11.0,-11.0
2015-02-28 10:54:00,WN,6,920,148.0,4.0,11.0,14.0
2015-02-28 11:26:00,NK,6,1416,168.0,3.0,13.0,6.0
2015-02-28 12:05:00,AA,6,1389,226.0,11.0,19.0,14.0
2015-02-28 14:01:00,US,6,599,83.0,11.0,17.0,6.0
2015-02-28 14:03:00,OO,6,867,119.0,6.0,18.0,-2.0
2015-02-28 14:12:00,WN,6,1680,232.0,4.0,6.0,27.0
2015-02-28 15:41:00,WN,6,994,164.0,5.0,13.0,1.0
2015-02-28 15:52:00,AA,6,1107,153.0,11.0,8.0,-5.0
2015-02-28 15:53:00,WN,6,992,133.0,10.0,19.0,118.0
2015-02-28 16:52:00,OO,6,308,50.0,10.0,14.0,-5.0
2015-02-28 17:49:00,WN,6,663,86.0,8.0,9.0,-1.0
2015-02-28 18:00:00,MQ,6,622,110.0,45.0,10.0,-11.0
2015-02-28 18:00:00,WN,6,1067,124.0,3.0,17.0,0.0
2015-02-28 18:43:00,WN,6,802,118.0,4.0,9.0,-2.0
2015-02-28 18:53:00,NK,6,802,128.0,8.0,13.0,8.0
2015-02-28 19:25:00,WN,6,601,73.0,5.0,21.0,20.0
2015-02-28 20:51:00,US,6,651,98.0,2.0,19.0,41.0
2015-02-28 20:56:00,DL,6,356,50.0,4.0,12.0,-5.0
2015-03-01 06:16:00,WN,7,432,67.0,9.0,52.0,1.0
2015-03-01 06:27:00,F9,7,1635,202.0,18.0,36.0,27.0
2015-03-01 06:53:00,US,7,226,37.0,34.0,15.0,-7.0
2015-03-01 07:12:00,B6,7,319,56.0,5.0,11.0,-8.0
2015-03-01 07:32:00,MQ,7,265,49.0,9.0,34.0,-7.0
2015-03-01 08:00:00,US,7,599,98.0,9.0,42.0,20.0
2015-03-01 09:42:00,US,7,602,74.0,17.0,16.0,2.0
2015-03-01 11:02:00,DL,7,1076,142.0,11.0,13.0,-2.0
2015-03-01 13:16:00,EV,7,501,67.0,9.0,12.0,391.0
2015-03-01 13:58:00,DL,7,944,130.0,6.0,49.0,59.0
2015-03-01 14:19:00,AA,7,583,75.0,5.0,15.0,34.0
2015-03-01 14:21:00,UA,7,2586,263.0,14.0,22.0,211.0
2015-03-01 14:24:00,DL,7,813,96.0,12.0,16.0,5.0
2015-03-01 14:26:00,B6,7,1069,151.0,25.0,55.0,-4.0
2015-03-01 14:48:00,MQ,7,479,107.0,24.0,60.0,78.0
2015-03-01 15:00:00,HA,7,163,27.0,5.0,10.0,7.0
2015-03-01 15:07:00,US,7,651,95.0,4.0,27.0,12.0
2015-03-01 15:23:00,DL,7,606,82.0,8.0,10.0,308.0
2015-03-01 15:27:00,MQ,7,427,75.0,10.0,17.0,33.0
2015-03-01 15:42:00,WN,7,1892,301.0,12.0,24.0,2.0
2015-03-01 16:25:00,EV,7,562,80.0,4.0,17.0,15.0
2015-03-01 17:45:00,AS,7,590,73.0,8.0,14.0,0.0
2015-03-01 17:50:00,AS,7,204,37.0,5.0,6.0,26.0
2015-03-01 19:20:00,EV,7,300,62.0,28.0,10.0,50.0
2015-03-01 21:26:00,WN,7,1107,144.0,6.0,13.0,36.0
2015-03-01 21:50:00,WN,7,480,71.0,3.0,7.0,75.0
2015-03-02 06:37:00,US,1,361,69.0,11.0,15.0,-3.0
2015-03-02 06:45:00,EV,1,693,91.0,13.0,13.0,-9.0
2015-03-02 07:16:00,DL,1,1747,189.0,5.0,17.0,1.0
2015-03-02 08:01:00,UA,1,2052,300.0,11.0,9.0,1.0
2015-03-02 09:11:00,AA,1,1139,162.0,9.0,23.0,-7.0
2015-03-02 09:46:00,DL,1,456,72.0,5.0,49.0,66.0
2015-03-02 09:47:00,OO,1,545,82.0,4.0,12.0,42.0
2015-03-02 10:12:00,AA,1,868,137.0,12.0,14.0,32.0
2015-03-02 13:32:00,US,1,1009,133.0,10.0,25.0,2.0
2015-03-02 13:50:00,EV,1,311,56.0,3.0,18.0,-5.0
2015-03-02 14:41:00,WN,1,304,56.0,4.0,8.0,36.0
2015-03-02 15:05:00,DL,1,646,82.0,2.0,14.0,-2.0
2015-03-02 15:54:00,DL,1,957,139.0,6.0,13.0,-6.0
2015-03-02 16:22:00,WN,1,541,99.0,6.0,10.0,-3.0
2015-03-02 18:36:00,WN,1,239,55.0,5.0,12.0,66.0
2015-03-02 18:44:00,NK,1,837,122.0,20.0,11.0,4.0
